latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
-16.902,142.353,332.1,1.1,1,2020-12-09,00:55,T,76,6.0NRT,307.5,12.3,D
-14.488,142.757,324.2,1.1,1,2020-12-09,00:55,T,52,6.0NRT,300.8,9.2,D
-14.48,142.768,356.3,1.1,1,2020-12-09,00:55,T,97,6.0NRT,303.6,69.6,D
-14.475,142.775,327.7,1.1,1,2020-12-09,00:55,T,55,6.0NRT,301.5,11.3,D
-14.473,142.765,326.2,1.1,1,2020-12-09,00:55,T,44,6.0NRT,303.1,9.7,D
-14.308,142.584,335.1,1.1,1,2020-12-09,00:55,T,80,6.0NRT,301.9,21.4,D
-14.143,142.581,343,1.1,1,2020-12-09,00:55,T,89,6.0NRT,298.1,38.7,D
-14.111,142.555,322,1.1,1,2020-12-09,00:55,T,56,6.0NRT,300,7.6,D
-14.094,142.43,328.9,1,1,2020-12-09,00:55,T,32,6.0NRT,299.1,14.5,D
-14.094,142.499,330.6,1.1,1,2020-12-09,00:55,T,77,6.0NRT,298.8,17.1,D
-14.065,142.479,328.9,1,1,2020-12-09,00:55,T,74,6.0NRT,301.3,12.7,D
-14.051,142.452,343.8,1,1,2020-12-09,00:55,T,90,6.0NRT,300.7,37.1,D
-11.833,136.676,313.3,1.7,1.3,2020-12-09,00:55,T,58,6.0NRT,298.9,15.9,D
-23.795,149.371,325.6,4,1.9,2020-12-09,00:55,T,50,6.0NRT,305.8,84.5,D
-22.293,148.086,339.4,3.1,1.7,2020-12-09,00:55,T,83,6.0NRT,302,143.5,D
-22.295,148.092,333.8,3.1,1.7,2020-12-09,00:55,T,75,6.0NRT,301.7,101.5,D
-22.292,148.062,332.1,3.1,1.7,2020-12-09,00:55,T,71,6.0NRT,301.4,86.7,D
-19.569,143.603,328.3,1.4,1.2,2020-12-09,00:55,T,61,6.0NRT,301.1,19.3,D
-19.568,143.59,332.9,1.3,1.2,2020-12-09,00:55,T,81,6.0NRT,301.5,29.5,D
-19.461,143.638,329.7,1.4,1.2,2020-12-09,00:55,T,70,6.0NRT,299.5,21.6,D
-19.453,143.632,337.4,1.4,1.2,2020-12-09,00:55,T,76,6.0NRT,300,38,D
-19.326,143.369,334.8,1.3,1.1,2020-12-09,00:55,T,82,6.0NRT,302.6,30.1,D
-19.309,143.236,328.5,1.3,1.1,2020-12-09,00:55,T,65,6.0NRT,306,11.1,D
-19.328,143.375,332,1.3,1.1,2020-12-09,00:55,T,75,6.0NRT,302.3,23.7,D
-19.326,143.363,335.1,1.3,1.1,2020-12-09,00:55,T,81,6.0NRT,303.2,28.9,D
-19.286,143.208,328.8,1.3,1.1,2020-12-09,00:55,T,47,6.0NRT,306.5,9.8,D
-19.23,143.253,331.6,1.3,1.1,2020-12-09,00:55,T,55,6.0NRT,306.9,16.2,D
-18.99,143.207,335.5,1.3,1.1,2020-12-09,00:55,T,83,6.0NRT,303.7,27.7,D
-18.982,143.221,352.5,1.3,1.1,2020-12-09,00:55,T,96,6.0NRT,308,70.8,D
-18.98,143.209,347.5,1.3,1.1,2020-12-09,00:55,T,92,6.0NRT,306.4,55.6,D
-18.97,143.21,337.4,1.3,1.1,2020-12-09,00:55,T,84,6.0NRT,306.1,29.1,D
-18.987,143.504,329.7,1.3,1.1,2020-12-09,00:55,T,76,6.0NRT,303,18.7,D
-18.986,143.492,357.4,1.3,1.1,2020-12-09,00:55,T,98,6.0NRT,304.9,93.5,D
-18.975,143.493,333,1.3,1.1,2020-12-09,00:55,T,75,6.0NRT,304.7,23.4,D
-18.978,143.499,335.5,1.3,1.1,2020-12-09,00:55,T,83,6.0NRT,304.2,29.1,D
-18.954,143.477,330.4,1.3,1.1,2020-12-09,00:55,T,72,6.0NRT,301.4,17.1,D
-18.944,143.479,339.7,1.3,1.1,2020-12-09,00:55,T,86,6.0NRT,304.8,38.2,D
-18.888,143.048,332.2,1.2,1.1,2020-12-09,00:55,T,64,6.0NRT,305.8,18.3,D
-18.858,142.97,336.4,1.2,1.1,2020-12-09,00:55,T,78,6.0NRT,306.6,22.2,D
-18.855,142.947,341.3,1.2,1.1,2020-12-09,00:55,T,79,6.0NRT,309.3,32.1,D
-18.853,142.936,336.6,1.2,1.1,2020-12-09,00:55,T,40,6.0NRT,311,20.3,D
-18.852,142.924,339,1.2,1.1,2020-12-09,00:55,T,71,6.0NRT,311.3,25,D
-18.849,142.901,347.8,1.2,1.1,2020-12-09,00:55,T,92,6.0NRT,311.5,48.2,D
-18.847,142.89,335.5,1.2,1.1,2020-12-09,00:55,T,56,6.0NRT,309.4,20.7,D
-18.727,141.994,344.3,1.1,1,2020-12-09,00:55,T,84,6.0NRT,312.8,29,D
-18.726,141.984,340.2,1.1,1,2020-12-09,00:55,T,54,6.0NRT,312.7,20.5,D
-18.839,142.903,338.1,1.2,1.1,2020-12-09,00:55,T,80,6.0NRT,311.4,26.5,D
-18.681,141.938,338.4,1.1,1,2020-12-09,00:55,T,79,6.0NRT,314,20.1,D
-18.68,141.927,338.3,1.1,1,2020-12-09,00:55,T,79,6.0NRT,310.8,20,D
-18.675,141.935,350.3,1.1,1,2020-12-09,00:55,T,87,6.0NRT,314.7,39.8,D
-18.661,142.18,350.7,1.1,1.1,2020-12-09,00:55,T,93,6.0NRT,314,45.4,D
-18.701,143.099,337.6,1.2,1.1,2020-12-09,00:55,T,82,6.0NRT,306.1,27,D
-18.7,143.087,336.5,1.2,1.1,2020-12-09,00:55,T,81,6.0NRT,305.6,24.6,D
-18.679,143.008,328.8,1.2,1.1,2020-12-09,00:55,T,65,6.0NRT,307.2,8.7,D
-18.532,142.194,335.7,1.1,1.1,2020-12-09,00:55,T,53,6.0NRT,311.3,12.1,D
-18.486,142.314,347.7,1.1,1.1,2020-12-09,00:55,T,90,6.0NRT,314.8,31.3,D
-18.476,142.315,338.5,1.1,1.1,2020-12-09,00:55,T,56,6.0NRT,314.3,11.7,D
-18.056,141.003,341.4,1,1,2020-12-09,00:55,T,82,6.0NRT,316.7,18.9,D
-18.059,142.406,340.2,1.1,1.1,2020-12-09,00:55,T,81,6.0NRT,307.2,26,D
-18.057,142.396,332.4,1.1,1.1,2020-12-09,00:55,T,48,6.0NRT,308,11.5,D
-17.981,142.371,341,1.1,1.1,2020-12-09,00:55,T,82,6.0NRT,309.9,23.5,D
-18.026,142.768,333,1.2,1.1,2020-12-09,00:55,T,60,6.0NRT,308.5,11.2,D
-17.972,142.372,336.7,1.1,1.1,2020-12-09,00:55,T,74,6.0NRT,311.4,14.9,D
-17.215,137.949,338.6,1.2,1.1,2020-12-09,00:55,T,77,6.0NRT,317.3,16.8,D
-17.953,143.056,330.9,1.2,1.1,2020-12-09,00:55,T,64,6.0NRT,305.8,13.6,D
-17.958,143.171,332.1,1.2,1.1,2020-12-09,00:55,T,70,6.0NRT,305.4,14.6,D
-16.554,135.295,333.8,1.7,1.3,2020-12-09,00:55,T,72,6.0NRT,306.7,26.5,D
-16.928,138.071,341.1,1.1,1.1,2020-12-09,00:55,T,54,6.0NRT,319.6,14.1,D
-16.919,138.073,343.2,1.1,1.1,2020-12-09,00:55,T,80,6.0NRT,317.1,18.8,D
-16.907,138.064,343.9,1.1,1.1,2020-12-09,00:55,T,80,6.0NRT,316.7,20.9,D
-16.905,138.07,342.2,1.1,1.1,2020-12-09,00:55,T,76,6.0NRT,317.1,18.4,D
-16.703,137.509,350,1.2,1.1,2020-12-09,00:55,T,92,6.0NRT,309.3,55.3,D
-17.255,141.191,332.4,1,1,2020-12-09,00:55,T,59,6.0NRT,304.5,13.4,D
-16.695,137.522,349.5,1.2,1.1,2020-12-09,00:55,T,91,6.0NRT,310.4,51.1,D
-16.693,137.511,356.7,1.2,1.1,2020-12-09,00:55,T,97,6.0NRT,311,75.6,D
-16.803,138.257,337.2,1.1,1.1,2020-12-09,00:55,T,75,6.0NRT,313,15.6,D
-16.798,138.226,339.5,1.1,1.1,2020-12-09,00:55,T,65,6.0NRT,311.4,23.7,D
-16.796,138.215,338.6,1.1,1.1,2020-12-09,00:55,T,68,6.0NRT,308.2,23.1,D
-17.404,143.374,326.7,1.2,1.1,2020-12-09,00:55,T,36,6.0NRT,303.7,14.8,D
-16.507,137.248,343.3,1.3,1.1,2020-12-09,00:55,T,85,6.0NRT,309.3,37.5,D
-16.509,137.26,348.6,1.3,1.1,2020-12-09,00:55,T,91,6.0NRT,308.8,52.1,D
-16.517,137.247,343.2,1.3,1.1,2020-12-09,00:55,T,85,6.0NRT,309.4,36.1,D
-16.519,137.259,338.8,1.3,1.1,2020-12-09,00:55,T,79,6.0NRT,307.4,25.1,D
-16.509,137.074,333.9,1.3,1.1,2020-12-09,00:55,T,68,6.0NRT,308.8,17.4,D
-16.511,137.086,331.6,1.3,1.1,2020-12-09,00:55,T,60,6.0NRT,308.1,12.6,D
-16.52,137.072,332.7,1.3,1.1,2020-12-09,00:55,T,65,6.0NRT,308.5,15.3,D
-16.52,137.009,336.2,1.3,1.1,2020-12-09,00:55,T,74,6.0NRT,311.1,20,D
-17.182,141.199,334.8,1,1,2020-12-09,00:55,T,67,6.0NRT,307.7,15.3,D
-16.743,138.219,344.4,1.1,1.1,2020-12-09,00:55,T,81,6.0NRT,310.8,34.7,D
-16.745,138.23,341.8,1.1,1.1,2020-12-09,00:55,T,66,6.0NRT,312.9,28.5,D
-17.191,141.197,343.8,1,1,2020-12-09,00:55,T,87,6.0NRT,308.8,29.3,D
-16.748,138.223,347,1.1,1.1,2020-12-09,00:55,T,51,6.0NRT,313,39.5,D
