latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
-18.164,144.414,326.5,1.1,1,2021-01-30,00:30,T,69,6.0NRT,303.9,10.9,D
-23.613,146.601,327,1.1,1,2021-01-30,00:30,T,58,6.0NRT,305.4,11.8,D
-23.787,150.047,317.8,1.6,1.2,2021-01-30,00:30,T,48,6.0NRT,300.9,16,D
-21.963,140.45,342.1,1.6,1.3,2021-01-30,00:30,T,84,6.0NRT,306.1,49.2,D
-37.277,149.378,302.1,2.1,1.4,2021-01-30,00:35,T,19,6.0NRT,286,7.1,D
-26.721,150.601,323.5,1.9,1.3,2021-01-30,00:35,T,62,6.0NRT,303.3,31.6,D
-32.44,137.845,326.7,1.5,1.2,2021-01-30,00:35,T,74,6.0NRT,305.3,21.3,D
-21.463,115.018,310.8,1.9,1.3,2021-01-30,02:10,T,41,6.0NRT,296.6,16.2,D
-20.562,119.429,381.8,1.1,1,2021-01-30,02:10,T,100,6.0NRT,306.6,157.8,D
-20.563,119.439,332.7,1.1,1,2021-01-30,02:10,T,52,6.0NRT,304.6,14.7,D
-20.567,119.422,360.8,1.1,1,2021-01-30,02:10,T,100,6.0NRT,302,77.6,D
-20.569,119.432,365.5,1.1,1,2021-01-30,02:10,T,100,6.0NRT,304.7,91.5,D
-20.57,119.442,340.9,1.1,1,2021-01-30,02:10,T,85,6.0NRT,305.9,27.1,D
-20.579,119.441,376.8,1.1,1,2021-01-30,02:10,T,100,6.0NRT,306.8,132,D
-20.581,119.451,359,1.1,1,2021-01-30,02:10,T,99,6.0NRT,306.2,68.8,D
-20.583,119.461,334.2,1.1,1,2021-01-30,02:10,T,77,6.0NRT,304.8,14.6,D
-20.59,119.449,337.6,1.1,1,2021-01-30,02:10,T,82,6.0NRT,305.2,20.1,D
-20.592,119.459,344.3,1.1,1,2021-01-30,02:10,T,89,6.0NRT,305.6,32.3,D
-21.457,114.982,311.4,1.9,1.3,2021-01-30,02:10,T,41,6.0NRT,298.8,17.5,D
-22.029,166.237,314.2,3,1.7,2021-01-30,03:15,A,47,6.0NRT,297.5,26.9,D
-25.064,153.301,313.9,1.5,1.2,2021-01-30,03:15,A,51,6.0NRT,297.7,14.5,D
-22.029,166.244,315.7,3,1.7,2021-01-30,03:15,A,64,6.0NRT,297.3,35.4,D
-22.044,166.248,326.9,3,1.7,2021-01-30,03:15,A,80,6.0NRT,298.1,91,D
-21.46,114.986,314.1,2.3,1.5,2021-01-30,06:35,A,60,6.0NRT,300.2,31.1,D
-20.933,116.943,333.4,3.3,1.7,2021-01-30,06:35,A,77,6.0NRT,301.4,69.9,D
-21.465,114.982,313.3,2.3,1.5,2021-01-30,06:35,A,58,6.0NRT,300.3,28.4,D
-21.461,115.004,314.7,2.3,1.5,2021-01-30,06:35,A,62,6.0NRT,299.9,32.2,D
-21.431,147.167,311.2,1.1,1.1,2021-01-30,12:40,T,81,6.0NRT,296,9.3,N
-31.494,146.694,307.7,1.6,1.2,2021-01-30,12:40,T,72,6.0NRT,294,11.9,N
-27.569,150.851,319,1,1,2021-01-30,12:40,T,98,6.0NRT,294.6,15.4,N
-27.57,150.84,313.9,1,1,2021-01-30,12:40,T,88,6.0NRT,294.1,11,N
-27.654,150.239,305.1,1,1,2021-01-30,12:40,T,63,6.0NRT,295,5,N
-27.56,150.849,307.3,1,1,2021-01-30,12:40,T,71,6.0NRT,293.6,6.7,N
-27.643,150.248,318.4,1,1,2021-01-30,12:40,T,97,6.0NRT,295.4,15,N
-27.645,150.238,321.2,1,1,2021-01-30,12:40,T,100,6.0NRT,295.1,17.7,N
-27.277,150.379,305.4,1,1,2021-01-30,12:40,T,64,6.0NRT,293.9,5.4,N
-26.217,151.672,301,1,1,2021-01-30,12:40,T,37,6.0NRT,290.4,4.4,N
-26.097,148.395,306.3,1.1,1.1,2021-01-30,12:40,T,67,6.0NRT,293.2,7.1,N
-25.583,146.437,311.7,1.4,1.2,2021-01-30,12:40,T,83,6.0NRT,282.8,17.9,N
-24.752,152.035,312.1,1.1,1,2021-01-30,12:40,T,84,6.0NRT,292.3,11.4,N
-24.754,152.025,336.6,1.1,1,2021-01-30,12:40,T,100,6.0NRT,293,40.9,N
-24.747,152.028,338.4,1.1,1,2021-01-30,12:40,T,100,6.0NRT,293.2,44.4,N
-24.748,152.018,312.9,1.1,1,2021-01-30,12:40,T,86,6.0NRT,292.1,12.2,N
-23.028,147.493,306.9,1.1,1.1,2021-01-30,12:40,T,65,6.0NRT,295.6,6.1,N
-23.029,147.482,306.7,1.1,1.1,2021-01-30,12:40,T,64,6.0NRT,295.4,5.9,N
-22.726,147.631,306.6,1.1,1.1,2021-01-30,12:40,T,64,6.0NRT,296.1,5.4,N
-20.148,139.84,307.7,1.2,1.1,2021-01-30,15:50,A,39,6.0NRT,293.5,5.4,N
-20.151,139.846,307.3,1.2,1.1,2021-01-30,15:50,A,71,6.0NRT,293.7,5.9,N
