latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
-24.064,148.506,310.9,2.7,1.6,2021-01-03,00:50,T,22,6.0NRT,286.3,22.7,D
-10.193,120.643,325.3,1.1,1,2021-01-03,02:25,T,66,6.0NRT,296.8,15.6,D
-21.609,114.68,313.4,1.1,1,2021-01-03,02:30,T,54,6.0NRT,300.4,7.8,D
-21.698,114.313,313.7,1.1,1,2021-01-03,02:30,T,59,6.0NRT,302.1,9.4,D
-21.707,114.312,311.4,1.1,1,2021-01-03,02:30,T,49,6.0NRT,299.8,7.5,D
-22.47,114.167,316.7,1.1,1,2021-01-03,02:30,T,55,6.0NRT,304.1,10.8,D
-21.88,118.454,336.6,1.1,1.1,2021-01-03,02:30,T,49,6.0NRT,306.1,23.5,D
-33.796,150.881,318.3,1.5,1.2,2021-01-03,03:30,A,51,6.0NRT,297.8,13.8,D
-24.793,148.364,331.7,1.6,1.2,2021-01-03,03:35,A,83,6.0NRT,307.2,35.5,D
-20.278,148.38,312,1.4,1.2,2021-01-03,03:35,A,38,6.0NRT,276.3,14.6,D
-22.219,149.036,317.6,1.3,1.1,2021-01-03,03:35,A,26,6.0NRT,294.7,11.1,D
-23.374,150.127,338.7,1.2,1.1,2021-01-03,03:35,A,84,6.0NRT,306,31.4,D
-23.384,150.691,318.6,1.1,1.1,2021-01-03,03:35,A,35,6.0NRT,296.9,10.4,D
-23.722,150.755,322.1,1.1,1.1,2021-01-03,03:35,A,59,6.0NRT,301.5,8.7,D
-24.794,148.349,342.4,1.6,1.2,2021-01-03,03:35,A,91,6.0NRT,304.9,68.5,D
-24.949,151.705,325.6,1.1,1,2021-01-03,03:35,A,67,6.0NRT,299.7,18.5,D
-25.602,152.234,326,1,1,2021-01-03,03:35,A,65,6.0NRT,297.9,15.8,D
-25.843,151.178,326,1.1,1.1,2021-01-03,03:35,A,65,6.0NRT,296.5,19.3,D
-25.845,151.184,323.3,1.1,1.1,2021-01-03,03:35,A,48,6.0NRT,299.2,13.3,D
-27.316,152.984,322.9,1,1,2021-01-03,03:35,A,17,6.0NRT,302.1,7.9,D
-27.371,153.053,325.8,1,1,2021-01-03,03:35,A,71,6.0NRT,302.7,8.9,D
-27.774,152.451,326.6,1.1,1,2021-01-03,03:35,A,73,6.0NRT,300.8,14.9,D
-27.772,152.462,321.3,1.1,1,2021-01-03,03:35,A,34,6.0NRT,301.1,8.4,D
-10.189,120.642,328.4,1.6,1.3,2021-01-03,05:20,A,81,6.0NRT,291.9,34.7,D
-34.465,150.881,301.7,1.1,1.1,2021-01-03,12:55,T,43,6.0NRT,290.9,5.3,N
-24.843,151.146,304.7,1.7,1.3,2021-01-03,13:00,T,61,6.0NRT,277.1,17.1,N
-22.208,149.037,301.4,1.4,1.2,2021-01-03,13:00,T,31,6.0NRT,286.5,6.7,N
-32.224,115.811,303.4,2.1,1.4,2021-01-03,14:35,T,55,6.0NRT,292,14.5,N
-32.226,115.782,305.2,2.1,1.4,2021-01-03,14:35,T,36,6.0NRT,292.4,15.2,N
-32.224,115.804,307.9,2.1,1.4,2021-01-03,14:35,T,73,6.0NRT,292.1,21.5,N
-32.226,115.789,310.2,2.1,1.4,2021-01-03,14:35,T,79,6.0NRT,292.6,26.4,N
-21.878,118.48,317.6,1.1,1,2021-01-03,14:40,T,94,6.0NRT,299.3,11.5,N
-28.793,114.647,303.3,2.2,1.4,2021-01-03,14:40,T,42,6.0NRT,290.6,13.4,N
-21.877,118.49,313.2,1.1,1,2021-01-03,14:40,T,80,6.0NRT,299,7.3,N
-20.735,139.477,302.7,1.1,1,2021-01-03,16:10,A,51,6.0NRT,278.5,6.1,N
-21.871,118.49,315.9,1.8,1.3,2021-01-03,17:50,A,92,6.0NRT,296.9,23.4,N
-32.224,115.796,300.4,1.6,1.2,2021-01-03,17:50,A,23,6.0NRT,289.6,8.4,N
-21.867,118.456,307.1,1.8,1.3,2021-01-03,17:50,A,69,6.0NRT,296.6,8.8,N
-21.879,118.499,310.9,1.8,1.3,2021-01-03,17:50,A,10,6.0NRT,296.8,15.5,N
-34.696,172.968,314.1,1.2,1.1,2021-01-03,22:20,T,32,6.0NRT,301.3,9.4,D
-44.529,170.643,314.2,1.1,1,2021-01-03,22:25,T,70,6.0NRT,298.3,8.4,D
