latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
-18.691,134.122,327.2,1.5,1.2,2021-01-17,01:00,T,56,6.0NRT,308.8,12.1,D
-23.795,147.475,320,3.8,1.8,2021-01-17,01:05,T,24,6.0NRT,294.1,58.1,D
-26.681,147.708,321.9,4.2,1.9,2021-01-17,01:05,T,41,6.0NRT,301.8,62.8,D
-26.662,147.714,333.2,4.2,1.9,2021-01-17,01:05,T,79,6.0NRT,301.2,176.3,D
-26.679,147.713,326.1,4.2,1.9,2021-01-17,01:05,T,66,6.0NRT,301.9,101,D
-26.664,147.709,333.5,4.2,1.9,2021-01-17,01:05,T,80,6.0NRT,301,176.8,D
-24.107,147.728,321.6,3.9,1.8,2021-01-17,01:05,T,47,6.0NRT,295.8,75.3,D
-16.69,178.724,330,1.8,1.3,2021-01-17,02:10,A,83,6.0NRT,297.6,42,D
-16.702,178.726,327.2,1.8,1.3,2021-01-17,02:10,A,80,6.0NRT,297.2,35.6,D
-16.687,178.741,340.3,1.8,1.3,2021-01-17,02:10,A,90,6.0NRT,297.2,78.3,D
-19.911,121.444,321.5,2.7,1.6,2021-01-17,02:40,T,27,6.0NRT,273.4,29.8,D
-19.908,121.451,333.6,2.7,1.6,2021-01-17,02:40,T,75,6.0NRT,274.8,90.1,D
-19.897,121.446,331.6,2.7,1.6,2021-01-17,02:40,T,73,6.0NRT,274.6,74.9,D
-31.986,115.952,323.8,1.6,1.2,2021-01-17,02:45,T,38,6.0NRT,306.3,11.2,D
-32.062,115.917,323.5,1.6,1.2,2021-01-17,02:45,T,59,6.0NRT,304.7,13.4,D
-32.107,115.808,321.6,1.6,1.2,2021-01-17,02:45,T,32,6.0NRT,306.4,11,D
-26.148,113.222,315.4,1,1,2021-01-17,02:45,T,49,6.0NRT,300.7,8.2,D
-31.904,115.815,322,1.6,1.2,2021-01-17,02:45,T,35,6.0NRT,305.4,12.7,D
-24.433,151.456,361.4,1,1,2021-01-17,03:45,A,100,6.0NRT,300,82.2,D
-23.237,149.899,326.3,1,1,2021-01-17,03:45,A,60,6.0NRT,298.4,9.5,D
-23.786,147.456,338.7,1.2,1.1,2021-01-17,03:45,A,84,6.0NRT,307.5,29.8,D
-23.785,147.468,328.7,1.2,1.1,2021-01-17,03:45,A,69,6.0NRT,306.9,12.1,D
-23.796,147.458,326,1.2,1.1,2021-01-17,03:45,A,55,6.0NRT,306.5,8.3,D
-23.795,147.469,330.3,1.2,1.1,2021-01-17,03:45,A,72,6.0NRT,307.1,15.4,D
-23.636,149.808,334.1,1,1,2021-01-17,03:45,A,75,6.0NRT,308.4,12,D
-23.647,149.8,359.6,1,1,2021-01-17,03:45,A,99,6.0NRT,307.6,62.4,D
-23.645,149.81,384.1,1,1,2021-01-17,03:45,A,100,6.0NRT,309.6,149.7,D
-23.582,150.249,330.8,1,1,2021-01-17,03:45,A,61,6.0NRT,307.4,12.2,D
-23.654,149.811,349,1,1,2021-01-17,03:45,A,93,6.0NRT,307.7,40.7,D
-24.054,149.652,345.6,1,1,2021-01-17,03:45,A,90,6.0NRT,302.6,40.1,D
-24.052,149.662,341.8,1,1,2021-01-17,03:45,A,87,6.0NRT,303.3,32.7,D
-24.063,149.654,337.1,1,1,2021-01-17,03:45,A,82,6.0NRT,301,25.3,D
-24.061,149.663,334,1,1,2021-01-17,03:45,A,78,6.0NRT,302,20.3,D
-24.435,151.446,323.5,1,1,2021-01-17,03:45,A,42,6.0NRT,295.5,10.8,D
-24.443,151.458,338.3,1,1,2021-01-17,03:45,A,85,6.0NRT,298.7,29.4,D
-24.441,151.468,327.6,1,1,2021-01-17,03:45,A,63,6.0NRT,298.7,12.9,D
-24.718,151.035,347.9,1,1,2021-01-17,03:45,A,93,6.0NRT,311.6,37.7,D
-26.662,147.705,340.3,1.2,1.1,2021-01-17,03:45,A,77,6.0NRT,307.8,34.3,D
-26.659,147.729,349.1,1.2,1.1,2021-01-17,03:45,A,91,6.0NRT,311.5,55.2,D
-27.242,149.619,342.9,1,1,2021-01-17,03:45,A,87,6.0NRT,316.7,27.7,D
-27.251,149.62,333.5,1,1,2021-01-17,03:45,A,54,6.0NRT,315.4,12.4,D
-27.071,151.74,322.6,1,1,2021-01-17,03:45,A,50,6.0NRT,299.3,8,D
-28.337,151.89,331.9,1,1,2021-01-17,03:45,A,77,6.0NRT,307.4,18.4,D
-30.765,151.445,316.4,1,1,2021-01-17,03:45,A,70,6.0NRT,303.4,7.7,D
-31.222,151.66,307.8,1,1,2021-01-17,03:45,A,56,6.0NRT,288.6,6.7,D
-32.41,152.482,399.7,1,1,2021-01-17,03:45,A,100,6.0NRT,306.4,242.1,D
-32.408,152.492,369.1,1,1,2021-01-17,03:45,A,99,6.0NRT,290,0,D
-32.419,152.484,444.6,1,1,2021-01-17,03:45,A,100,6.0NRT,322.7,635.2,D
-32.417,152.494,459.5,1,1,2021-01-17,03:45,A,100,6.0NRT,315.6,0,D
-32.426,152.496,434.6,1,1,2021-01-17,03:45,A,100,6.0NRT,310.8,0,D
-33.797,150.874,325.2,1.1,1,2021-01-17,03:45,A,56,6.0NRT,308.4,9.2,D
-33.943,150.867,323.5,1.1,1,2021-01-17,03:45,A,32,6.0NRT,303.6,7.4,D
-20.332,148.408,321.7,1,1,2021-01-17,03:50,A,28,6.0NRT,303.3,6.8,D
-20.826,145.33,331.1,1.4,1.2,2021-01-17,03:50,A,55,6.0NRT,309.3,22.6,D
-20.267,148.086,322.6,1,1,2021-01-17,03:50,A,58,6.0NRT,296.4,10.3,D
-20.315,148.399,323,1,1,2021-01-17,03:50,A,75,6.0NRT,304.5,9.5,D
-20.778,145.332,340.4,1.4,1.2,2021-01-17,03:50,A,86,6.0NRT,311.8,44.4,D
-20.779,145.318,331.6,1.4,1.2,2021-01-17,03:50,A,57,6.0NRT,308.9,22.8,D
-20.766,145.344,333.2,1.4,1.2,2021-01-17,03:50,A,75,6.0NRT,310.1,26.2,D
-20.341,148.41,324.1,1,1,2021-01-17,03:50,A,71,6.0NRT,303.5,10.1,D
-31.892,123.643,343.5,1.3,1.1,2021-01-17,05:25,A,87,6.0NRT,315.6,43.4,D
-31.884,123.628,336.8,1.3,1.1,2021-01-17,05:25,A,78,6.0NRT,312.4,27.6,D
-31.882,123.641,347.9,1.3,1.1,2021-01-17,05:25,A,91,6.0NRT,316.7,56.3,D
-31.881,123.655,336.8,1.3,1.1,2021-01-17,05:25,A,79,6.0NRT,319,27.6,D
-31.891,123.657,346.7,1.3,1.1,2021-01-17,05:25,A,90,6.0NRT,316.6,51.9,D
