latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
-13.789,123.317,320.5,2.3,1.5,2020-12-25,02:35,T,73,6.0NRT,289.9,50.7,D
-22.941,114.376,334.9,1,1,2020-12-25,02:35,T,69,6.0NRT,319.1,9.1,D
-21.441,123.423,320.3,3,1.7,2020-12-25,02:35,T,30,6.0NRT,296.9,52.1,D
-20.74,121.435,321.6,2.1,1.4,2020-12-25,02:35,T,35,6.0NRT,298.6,33.2,D
-20.027,121.798,322.6,2.2,1.4,2020-12-25,02:35,T,29,6.0NRT,300.2,41.2,D
-19.633,122.619,313,2.5,1.5,2020-12-25,02:35,T,0,6.0NRT,291.3,25.3,D
-19.16,121.816,322.1,2.1,1.4,2020-12-25,02:35,T,34,6.0NRT,297.9,37.5,D
-19.158,121.796,321.8,2.1,1.4,2020-12-25,02:35,T,27,6.0NRT,297.4,36.5,D
-19.262,123.298,309.8,2.8,1.6,2020-12-25,02:35,T,15,6.0NRT,291,29.4,D
-18.884,122.013,313.6,2.2,1.4,2020-12-25,02:35,T,28,6.0NRT,292.7,24.4,D
-18.687,122.112,314.4,2.2,1.4,2020-12-25,02:35,T,48,6.0NRT,291.7,21.1,D
-18.689,122.117,316,2.2,1.4,2020-12-25,02:35,T,30,6.0NRT,292.5,23.5,D
-18.62,123.802,306.9,3,1.6,2020-12-25,02:35,T,22,6.0NRT,290.2,24,D
-18.487,122.858,312.6,2.5,1.5,2020-12-25,02:35,T,31,6.0NRT,292.6,27.6,D
-18.489,123.851,310.8,3,1.6,2020-12-25,02:35,T,21,6.0NRT,291.7,35.4,D
-18.487,123.823,310.7,3,1.6,2020-12-25,02:35,T,21,6.0NRT,291.5,36,D
-18.49,123.856,310.7,3,1.6,2020-12-25,02:35,T,32,6.0NRT,291.6,38.7,D
-18.013,123.601,313.2,2.8,1.6,2020-12-25,02:35,T,30,6.0NRT,293.7,37.6,D
-17.658,123.974,310.1,3,1.6,2020-12-25,02:35,T,16,6.0NRT,290.1,26.4,D
-16.413,124.731,315.6,3.3,1.7,2020-12-25,02:35,T,52,6.0NRT,294.5,36.1,D
-31.86,115.887,330,1.3,1.1,2020-12-25,02:40,T,36,6.0NRT,311.9,9.3,D
-31.795,115.847,333.9,1.3,1.1,2020-12-25,02:40,T,53,6.0NRT,310.7,19.3,D
-31.794,115.834,332.2,1.3,1.1,2020-12-25,02:40,T,43,6.0NRT,309.1,17.1,D
-31.993,115.972,332.3,1.3,1.1,2020-12-25,02:40,T,48,6.0NRT,312.2,14.8,D
-31.991,115.958,332,1.3,1.1,2020-12-25,02:40,T,48,6.0NRT,311.6,12.3,D
-31.989,115.944,333,1.3,1.1,2020-12-25,02:40,T,64,6.0NRT,309.4,14.6,D
-16.96,145.729,311.3,1.5,1.2,2020-12-25,03:45,A,23,6.0NRT,294.1,13,D
-19.351,141.127,317.1,3.5,1.8,2020-12-25,03:45,A,0,6.0NRT,290,41.6,D
-18.847,121.816,319.8,1.4,1.2,2020-12-25,05:20,A,65,6.0NRT,298.7,21.9,D
-18.846,121.829,316.9,1.4,1.2,2020-12-25,05:20,A,49,6.0NRT,294.5,16.9,D
-13.793,123.304,307.5,2.1,1.4,2020-12-25,14:45,T,54,6.0NRT,287.2,15.4,N
-22.907,114.378,306.8,1.5,1.2,2020-12-25,14:45,T,69,6.0NRT,296,10.7,N
-13.789,123.323,326.1,2.1,1.4,2020-12-25,14:45,T,100,6.0NRT,288.1,64.7,N
-13.79,123.316,326,2.1,1.4,2020-12-25,14:45,T,100,6.0NRT,287.6,65,N
-20.732,139.476,304.3,1.2,1.1,2020-12-25,16:15,A,59,6.0NRT,287.6,7.7,N
-13.788,123.342,312.6,4.1,1.9,2020-12-25,17:50,A,79,6.0NRT,287.5,71.2,N
-13.785,123.35,308.7,4.1,1.9,2020-12-25,17:50,A,62,6.0NRT,287.4,54,N
-13.781,123.312,308.5,4.1,1.9,2020-12-25,17:50,A,61,6.0NRT,287.6,52.5,N
-16.229,179.097,310.5,1,1,2020-12-25,22:20,T,39,6.0NRT,297.4,5.5,D
