latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
-34.78,143.509,330,1.2,1.1,2021-01-09,00:15,T,58,6.0NRT,313.8,9.3,D
-21.001,140.926,321.4,3.4,1.7,2021-01-09,00:15,T,70,6.0NRT,296.4,48.4,D
-20.996,140.92,321.3,3.4,1.7,2021-01-09,00:15,T,68,6.0NRT,296.6,44.7,D
-32.098,146.027,333.4,1,1,2021-01-09,00:15,T,77,6.0NRT,311.4,18.4,D
-32.099,146.038,341.2,1,1,2021-01-09,00:15,T,86,6.0NRT,312.8,31.1,D
-32.136,146.087,328.1,1,1,2021-01-09,00:15,T,68,6.0NRT,311.3,12,D
-32.181,145.578,335.5,1.1,1,2021-01-09,00:15,T,79,6.0NRT,312.6,20.9,D
-33.935,150.939,317.5,1.3,1.1,2021-01-09,00:15,T,41,6.0NRT,299.3,9.1,D
-33.939,150.882,314.7,1.3,1.1,2021-01-09,00:15,T,49,6.0NRT,296.5,5.8,D
-34.037,150.761,317.6,1.3,1.1,2021-01-09,00:15,T,31,6.0NRT,299.3,10.2,D
-35.327,149.182,319.1,1.1,1.1,2021-01-09,00:15,T,31,6.0NRT,305.7,9.3,D
-34.778,143.502,330.6,1.2,1.1,2021-01-09,00:15,T,37,6.0NRT,313.7,8.3,D
-40.852,145.384,306.8,1,1,2021-01-09,00:20,T,21,6.0NRT,295.5,4.3,D
-19.298,121.586,350,1.5,1.2,2021-01-09,01:50,T,92,6.0NRT,312.5,74.7,D
-19.3,121.58,341,1.5,1.2,2021-01-09,01:50,T,82,6.0NRT,312.5,44.5,D
-19.296,121.572,340.6,1.5,1.2,2021-01-09,01:50,T,82,6.0NRT,312.4,43.2,D
-19.287,121.588,349.8,1.5,1.2,2021-01-09,01:50,T,92,6.0NRT,311.8,74.1,D
-19.285,121.574,344.2,1.5,1.2,2021-01-09,01:50,T,86,6.0NRT,311.4,55.1,D
-16.095,123.611,313.4,1.3,1.1,2021-01-09,01:50,T,58,6.0NRT,301.8,9.4,D
-15.316,124.239,319.6,1.2,1.1,2021-01-09,01:50,T,71,6.0NRT,302.9,15.6,D
-13.98,131.607,326.1,1.5,1.2,2021-01-09,01:50,T,78,6.0NRT,296.4,27.2,D
-13.989,131.612,320.7,1.5,1.2,2021-01-09,01:50,T,49,6.0NRT,296.3,16.6,D
-13.978,131.614,320.6,1.5,1.2,2021-01-09,01:50,T,64,6.0NRT,295.9,16.3,D
-13.976,131.6,318.5,1.5,1.2,2021-01-09,01:50,T,46,6.0NRT,295.7,12.8,D
-45.957,168.029,301.4,1,1,2021-01-09,02:50,A,26,6.0NRT,288.8,3.2,D
-42.63,147.56,327,1.3,1.1,2021-01-09,04:30,A,81,6.0NRT,302.3,28.2,D
-42.627,147.576,314.8,1.3,1.1,2021-01-09,04:30,A,65,6.0NRT,300.8,9.6,D
-32.1,146.027,339.7,1.8,1.3,2021-01-09,04:35,A,84,6.0NRT,316.2,51.2,D
-36.51,146.127,332.3,1.5,1.2,2021-01-09,04:35,A,72,6.0NRT,315.5,16.6,D
-35.662,145.509,337.4,1.4,1.2,2021-01-09,04:35,A,76,6.0NRT,318.3,22.4,D
-32.186,145.578,339.1,1.7,1.3,2021-01-09,04:35,A,82,6.0NRT,317.7,36.9,D
-34.77,145.922,337.5,1.5,1.2,2021-01-09,04:35,A,78,6.0NRT,316.4,33.7,D
-14.75,128.304,312.1,2.5,1.5,2021-01-09,04:40,A,47,6.0NRT,299.2,22.3,D
-14.207,126.206,317.1,3.6,1.8,2021-01-09,04:40,A,0,6.0NRT,294.2,48.9,D
-14.43,132.149,324.7,1.3,1.1,2021-01-09,04:40,A,58,6.0NRT,293.8,14.9,D
-14.44,132.151,343,1.3,1.1,2021-01-09,04:40,A,85,6.0NRT,295.9,54.6,D
-13.984,131.596,325.4,1.4,1.2,2021-01-09,04:40,A,75,6.0NRT,289,24.7,D
-20.369,115.521,315.6,1.3,1.1,2021-01-09,06:15,A,48,6.0NRT,303.9,11.4,D
-20.965,115.326,319.2,1.2,1.1,2021-01-09,06:15,A,71,6.0NRT,306.3,15.7,D
-21.603,114.677,314.5,1.1,1.1,2021-01-09,06:15,A,31,6.0NRT,303.2,8.3,D
-21.612,114.678,318.4,1.1,1.1,2021-01-09,06:15,A,30,6.0NRT,306.3,11.9,D
-21.698,114.314,318,1.1,1,2021-01-09,06:15,A,42,6.0NRT,304.6,11.2,D
-20.518,116.676,315.7,1.5,1.2,2021-01-09,06:15,A,64,6.0NRT,304.2,16.1,D
-19.298,121.564,330.9,3.6,1.8,2021-01-09,06:15,A,52,6.0NRT,308.2,61.3,D
-19.291,121.557,330.3,3.6,1.8,2021-01-09,06:15,A,48,6.0NRT,307.9,60.3,D
-21.6,114.67,313.9,1.1,1.1,2021-01-09,06:15,A,60,6.0NRT,303.6,9.5,D
-20.942,116.152,316,1.4,1.2,2021-01-09,06:15,A,49,6.0NRT,304.1,12.2,D
-34.462,150.882,304.9,1.9,1.3,2021-01-09,12:20,T,62,6.0NRT,290.6,18.1,N
-28.605,148.074,306.7,2.4,1.5,2021-01-09,12:20,T,69,6.0NRT,289.6,29.2,N
