latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
-20.736,139.479,331.5,1,1,2021-01-10,00:55,T,67,6.0NRT,308.6,13.4,D
-12.605,136.689,315.6,1.6,1.2,2021-01-10,00:55,T,0,6.0NRT,287.3,12.5,D
-15.545,134.145,342.6,2.2,1.4,2021-01-10,00:55,T,90,6.0NRT,298.9,107.7,D
-15.549,134.165,344.7,2.2,1.4,2021-01-10,00:55,T,91,6.0NRT,299.6,119.8,D
-21.702,114.311,315.7,1,1,2021-01-10,02:35,T,64,6.0NRT,303.9,8.9,D
-19.293,121.539,339.1,2.1,1.4,2021-01-10,02:35,T,58,6.0NRT,313.9,58.4,D
-19.295,121.559,382,2.1,1.4,2021-01-10,02:35,T,94,6.0NRT,322.4,404.1,D
-22.472,114.161,318.1,1,1,2021-01-10,02:35,T,69,6.0NRT,305.3,10.1,D
-32.062,115.92,324.5,1.3,1.1,2021-01-10,02:40,T,62,6.0NRT,301.5,13.2,D
-32.071,115.905,323.1,1.3,1.1,2021-01-10,02:40,T,34,6.0NRT,303,11.4,D
-31.858,115.908,320.7,1.3,1.1,2021-01-10,02:40,T,19,6.0NRT,302.2,8.3,D
-31.856,115.895,321.4,1.3,1.1,2021-01-10,02:40,T,31,6.0NRT,301.5,9.6,D
-34.044,150.757,326.3,1.2,1.1,2021-01-10,03:40,A,43,6.0NRT,310.1,11.6,D
-21.329,121.014,340.7,1.7,1.3,2021-01-10,05:20,A,74,6.0NRT,325.5,28,D
-21.318,121.022,343,1.7,1.3,2021-01-10,05:20,A,84,6.0NRT,326.7,38.8,D
-19.306,121.561,349.4,1.5,1.2,2021-01-10,05:20,A,94,6.0NRT,323.9,57.6,D
-19.295,121.559,372.1,1.5,1.2,2021-01-10,05:20,A,100,6.0NRT,330.6,166.3,D
-19.308,121.547,348.6,1.5,1.2,2021-01-10,05:20,A,62,6.0NRT,325.4,55.2,D
-19.297,121.545,381.6,1.5,1.2,2021-01-10,05:20,A,87,6.0NRT,324.7,230.3,D
-13.753,126.148,314.4,1.1,1,2021-01-10,05:25,A,61,6.0NRT,300.1,8.8,D
-34.463,150.883,310.5,1.3,1.1,2021-01-10,13:05,T,80,6.0NRT,292.7,15.4,N
-20.739,139.475,319.7,1.4,1.2,2021-01-10,13:05,T,99,6.0NRT,295.3,22.6,N
-26.648,120.175,319.5,1,1,2021-01-10,14:45,T,55,6.0NRT,302,12.1,N
-20.732,139.477,303.7,1.2,1.1,2021-01-10,16:15,A,31,6.0NRT,292.6,4.9,N
-39.257,175.587,307.4,1.1,1,2021-01-10,22:25,T,0,6.0NRT,296.6,6.8,D
-34.693,172.962,311.5,1.1,1,2021-01-10,22:25,T,41,6.0NRT,299.5,7.7,D
-40.509,172.787,312.2,1,1,2021-01-10,22:25,T,21,6.0NRT,301.2,9.7,N
-41.678,172.655,300.2,1,1,2021-01-10,22:30,T,15,6.0NRT,287.7,2.9,D
