latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
-21.945,140.512,339.7,1.2,1.1,2021-02-02,01:05,T,80,6.0NRT,304.6,26.4,D
-39.853,175.006,314,1.3,1.1,2021-02-02,02:05,A,62,6.0NRT,300.8,10,D
-31.748,116.06,356.2,1.6,1.2,2021-02-02,02:45,T,0,6.0NRT,292.8,142.4,D
-31.75,116.077,356.2,1.6,1.3,2021-02-02,02:45,T,0,6.0NRT,292.2,142.9,D
-31.724,116.047,336.3,1.6,1.2,2021-02-02,02:45,T,0,6.0NRT,291.1,57.2,D
-31.726,116.064,348.6,1.6,1.2,2021-02-02,02:45,T,77,6.0NRT,294.6,97.2,D
-31.729,116.097,333.3,1.6,1.3,2021-02-02,02:45,T,50,6.0NRT,288.9,41.6,D
-31.735,116.045,350.8,1.6,1.2,2021-02-02,02:45,T,0,6.0NRT,290.7,109.5,D
-31.737,116.062,364.7,1.6,1.2,2021-02-02,02:45,T,94,6.0NRT,296.4,175.9,D
-31.739,116.079,345,1.6,1.3,2021-02-02,02:45,T,76,6.0NRT,292.6,80.3,D
-31.74,116.096,330.7,1.6,1.3,2021-02-02,02:45,T,72,6.0NRT,286.7,47.9,D
-22.983,150.707,326.6,1,1,2021-02-02,03:45,A,53,6.0NRT,303.8,12.6,D
-27.107,148.379,333,1.1,1.1,2021-02-02,03:45,A,72,6.0NRT,303.2,22.6,D
-27.105,148.391,380.8,1.1,1.1,2021-02-02,03:45,A,100,6.0NRT,305.1,173.2,D
-27.115,148.392,348.7,1.1,1.1,2021-02-02,03:45,A,93,6.0NRT,304.6,54.9,D
-27.363,150.828,328.8,1,1,2021-02-02,03:45,A,70,6.0NRT,308,9.6,D
-27.362,150.838,334.4,1,1,2021-02-02,03:45,A,80,6.0NRT,308.6,17.6,D
-27.372,150.83,330.9,1,1,2021-02-02,03:45,A,73,6.0NRT,304.4,13.4,D
-27.382,150.821,339.7,1,1,2021-02-02,03:45,A,85,6.0NRT,306.3,27.2,D
-36.731,141.137,348.4,4.1,1.9,2021-02-02,03:45,A,94,6.0NRT,301.4,388.8,D
-36.733,141.09,316.4,4.2,1.9,2021-02-02,03:45,A,55,6.0NRT,300.6,42.9,D
-29.022,151.376,335.3,1,1,2021-02-02,03:45,A,83,6.0NRT,312.4,20.6,D
-29.023,151.366,350.3,1,1,2021-02-02,03:45,A,94,6.0NRT,310.9,47.8,D
-29.013,151.374,343.6,1,1,2021-02-02,03:45,A,90,6.0NRT,313.5,33.8,D
-29.014,151.364,356.6,1,1,2021-02-02,03:45,A,98,6.0NRT,313.5,61.9,D
-29.005,151.368,343,1,1,2021-02-02,03:45,A,89,6.0NRT,312.6,32.9,D
-29.007,151.357,330.6,1,1,2021-02-02,03:45,A,61,6.0NRT,309.3,13.2,D
-28.913,151.434,352.1,1,1,2021-02-02,03:45,A,83,6.0NRT,312.3,51.8,D
-28.914,151.424,385.7,1,1,2021-02-02,03:45,A,100,6.0NRT,315,164.1,D
-27.688,150.085,331.5,1,1,2021-02-02,03:45,A,77,6.0NRT,311.2,10.2,D
-41.086,147.431,302.7,1.9,1.3,2021-02-02,03:45,A,13,6.0NRT,288.1,7.1,D
-36.733,141.145,344.2,4.1,1.9,2021-02-02,03:45,A,92,6.0NRT,301.3,323.2,D
-36.735,141.098,327.6,4.2,1.9,2021-02-02,03:45,A,78,6.0NRT,300.7,131.1,D
-24.29,150.71,340.8,1,1,2021-02-02,03:45,A,61,6.0NRT,314.3,26.8,D
-27.689,150.075,337.4,1,1,2021-02-02,03:45,A,84,6.0NRT,311.2,19.4,D
-22.79,149.7,362.6,1,1,2021-02-02,03:50,A,94,6.0NRT,313.5,75,D
-22.788,149.71,361.1,1,1,2021-02-02,03:50,A,0,6.0NRT,293.6,71.1,D
-18.961,140.87,321,2.8,1.6,2021-02-02,03:50,A,30,6.0NRT,294.8,43.6,D
