latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
-32.283,146.192,342.7,1,1,2021-01-25,00:15,T,85,6.0NRT,303,37.6,D
-21.525,148.914,317.7,1,1,2021-01-25,00:15,T,42,6.0NRT,296,8.3,D
-21.526,148.924,323.4,1,1,2021-01-25,00:15,T,72,6.0NRT,298.7,14.5,D
-22.881,149.659,328.9,1,1,2021-01-25,00:15,T,73,6.0NRT,305,15.6,D
-22.882,149.669,350.4,1,1,2021-01-25,00:15,T,95,6.0NRT,299.9,50.4,D
-22.824,147.521,323.7,1.1,1.1,2021-01-25,00:15,T,59,6.0NRT,302.6,11.5,D
-24.17,146.661,321.4,1.2,1.1,2021-01-25,00:15,T,37,6.0NRT,305.2,8.7,D
-25.7,151.012,325.2,1.1,1,2021-01-25,00:15,T,58,6.0NRT,299.6,16.2,D
-26.222,151.682,317.6,1.1,1.1,2021-01-25,00:15,T,46,6.0NRT,298.2,12.2,D
-27.098,148.369,353.3,1,1,2021-01-25,00:15,T,96,6.0NRT,306.1,58.3,D
-27.292,148.434,340.2,1,1,2021-01-25,00:15,T,86,6.0NRT,300.3,31.8,D
-27.843,148.8,325.6,1,1,2021-01-25,00:15,T,60,6.0NRT,309.4,7.7,D
-27.845,148.81,324.8,1,1,2021-01-25,00:15,T,55,6.0NRT,308.6,6.8,D
-29.219,149.622,395.9,1,1,2021-01-25,00:15,T,87,6.0NRT,314.9,222.4,D
-29.22,149.632,382.7,1,1,2021-01-25,00:15,T,87,6.0NRT,313.2,154.3,D
-29.572,149.188,327.2,1,1,2021-01-25,00:15,T,68,6.0NRT,308.5,11.7,D
-30.43,151.445,320.9,1.2,1.1,2021-01-25,00:15,T,73,6.0NRT,300.7,17.8,D
-31.812,151.474,313.8,1.3,1.1,2021-01-25,00:15,T,42,6.0NRT,298.6,10.4,D
-31.814,151.488,321.9,1.3,1.1,2021-01-25,00:15,T,73,6.0NRT,299.8,21.7,D
-31.824,151.487,316,1.3,1.1,2021-01-25,00:15,T,33,6.0NRT,300.6,13.3,D
-32.587,149.924,321.9,1.1,1.1,2021-01-25,00:15,T,65,6.0NRT,300.7,16.5,D
-32.13,146.09,335.1,1,1,2021-01-25,00:15,T,77,6.0NRT,314.1,19.3,D
