latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,confidence,version,bright_ti5,frp,daynight
-26.88964,148.71846,346,0.48,0.4,2021-01-29,03:30,N,nominal,1.0NRT,307.8,7.4,D
-20.12934,147.73087,344,0.45,0.39,2021-01-29,03:30,N,nominal,1.0NRT,300.8,8.9,D
-20.12995,147.72643,349.1,0.46,0.39,2021-01-29,03:30,N,nominal,1.0NRT,300.5,8.9,D
-20.13055,147.722,331.4,0.46,0.39,2021-01-29,03:30,N,low,1.0NRT,298.2,5.7,D
-20.12568,147.73065,334.7,0.45,0.39,2021-01-29,03:30,N,low,1.0NRT,298.4,6.2,D
-20.12692,146.33798,354.2,0.53,0.42,2021-01-29,03:30,N,nominal,1.0NRT,304.1,19.7,D
-20.12304,146.33742,337.8,0.53,0.42,2021-01-29,03:30,N,nominal,1.0NRT,301.9,7.3,D
-20.15333,139.87698,367,0.45,0.63,2021-01-29,03:30,N,high,1.0NRT,292,10.9,D
-20.15375,139.87253,349.6,0.45,0.63,2021-01-29,03:30,N,nominal,1.0NRT,290.1,7.3,D
-20.22371,138.96622,341.6,0.52,0.67,2021-01-29,03:30,N,nominal,1.0NRT,293.8,5.9,D
-19.47035,139.79219,337.5,0.45,0.63,2021-01-29,03:30,N,nominal,1.0NRT,290.6,6.3,D
-19.46488,139.78712,367,0.45,0.63,2021-01-29,03:30,N,high,1.0NRT,292.8,15.5,D
-26.89101,148.71678,337,0.48,0.4,2021-01-29,03:30,N,low,1.0NRT,307.9,4.9,D
-19.46528,139.78276,339.5,0.45,0.63,2021-01-29,03:30,N,nominal,1.0NRT,289.3,5.1,D
-19.4594,139.78212,338.5,0.45,0.63,2021-01-29,03:30,N,nominal,1.0NRT,293.2,5.1,D
-19.46597,139.78607,367,0.45,0.63,2021-01-29,03:30,N,high,1.0NRT,294.1,8.1,D
-19.46053,139.7811,339.1,0.45,0.63,2021-01-29,03:30,N,nominal,1.0NRT,291.9,8.1,D
-17.42033,144.87767,328.2,0.4,0.44,2021-01-29,03:30,N,nominal,1.0NRT,292.7,2.2,D
-16.32823,137.61899,331.1,0.57,0.69,2021-01-29,03:30,N,nominal,1.0NRT,281.5,3.8,D
-29.01177,151.44717,346.9,0.4,0.37,2021-01-29,03:30,N,low,1.0NRT,309.1,23.4,D
-27.59207,149.41982,335,0.46,0.39,2021-01-29,03:30,N,low,1.0NRT,305.9,10.1,D
-27.05179,153.0377,340,0.38,0.36,2021-01-29,03:30,N,nominal,1.0NRT,304,6.7,D
-26.89018,153.08273,330.1,0.39,0.36,2021-01-29,03:30,N,low,1.0NRT,302.2,3.6,D
