latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,confidence,version,bright_ti5,frp,daynight
-37.53692,175.38722,342.8,0.45,0.39,2021-01-27,02:24,N,nominal,1.0NRT,303.6,4.4,D
-27.93643,152.95642,326.9,0.78,0.78,2021-01-27,02:24,N,nominal,1.0NRT,291.1,7.7,D
-42.45175,171.77934,334.3,0.39,0.36,2021-01-27,02:24,N,nominal,1.0NRT,298.7,2.1,D
-41.32917,174.8054,335.4,0.4,0.37,2021-01-27,02:24,N,nominal,1.0NRT,301,4,D
-41.32579,174.80438,341.4,0.4,0.37,2021-01-27,02:24,N,nominal,1.0NRT,305.4,4,D
-39.52216,175.02794,339.9,0.42,0.38,2021-01-27,02:24,N,nominal,1.0NRT,303.1,4.1,D
-39.45402,173.93237,333.4,0.4,0.37,2021-01-27,02:24,N,nominal,1.0NRT,299.3,2.4,D
-38.13135,175.87541,334.4,0.46,0.39,2021-01-27,02:24,N,nominal,1.0NRT,302.8,3.3,D
-38.3001,174.75885,346.7,0.42,0.38,2021-01-27,02:24,N,nominal,1.0NRT,303.1,6.5,D
-38.2966,174.75806,339.6,0.42,0.38,2021-01-27,02:24,N,nominal,1.0NRT,303.2,11,D
-41.13365,146.85202,340.1,0.39,0.36,2021-01-27,04:00,N,nominal,1.0NRT,311.5,7.8,D
-21.34286,148.53493,331.2,0.47,0.48,2021-01-27,04:06,N,nominal,1.0NRT,299.3,5.7,D
-21.34366,148.53084,334.7,0.47,0.48,2021-01-27,04:06,N,nominal,1.0NRT,297.8,3,D
-21.35468,148.4507,338.9,0.47,0.48,2021-01-27,04:06,N,nominal,1.0NRT,298,4.7,D
-21.35557,148.44614,340.6,0.47,0.47,2021-01-27,04:06,N,nominal,1.0NRT,301.1,4.7,D
-21.30251,148.53064,330.5,0.47,0.48,2021-01-27,04:06,N,nominal,1.0NRT,298.9,4.8,D
-21.30344,148.52596,340.2,0.47,0.48,2021-01-27,04:06,N,nominal,1.0NRT,300.3,4.8,D
-21.30433,148.49829,349.8,0.47,0.48,2021-01-27,04:06,N,nominal,1.0NRT,301.7,13.9,D
-21.30513,148.4942,340.9,0.47,0.48,2021-01-27,04:06,N,nominal,1.0NRT,300.9,8.6,D
-21.30765,148.48143,335,0.47,0.48,2021-01-27,04:06,N,nominal,1.0NRT,294.5,6.1,D
-21.29996,148.49725,367,0.47,0.48,2021-01-27,04:06,N,high,1.0NRT,304.1,13.9,D
-21.29284,148.53326,336.4,0.47,0.48,2021-01-27,04:06,N,nominal,1.0NRT,296.5,4.2,D
-21.29559,148.49625,331.6,0.47,0.48,2021-01-27,04:06,N,nominal,1.0NRT,299.2,3.5,D
-21.2752,148.52979,344.1,0.47,0.48,2021-01-27,04:06,N,nominal,1.0NRT,293.2,6.3,D
-21.27606,148.52544,330.2,0.47,0.48,2021-01-27,04:06,N,nominal,1.0NRT,295.9,3.5,D
-21.28151,148.49811,340.8,0.47,0.48,2021-01-27,04:06,N,nominal,1.0NRT,296.2,5.1,D
-21.28929,148.45895,336.8,0.47,0.48,2021-01-27,04:06,N,nominal,1.0NRT,298.4,7.7,D
-21.29017,148.4545,356,0.47,0.48,2021-01-27,04:06,N,nominal,1.0NRT,301.8,14.1,D
-21.28068,148.47932,335.3,0.47,0.48,2021-01-27,04:06,N,nominal,1.0NRT,299.9,3.7,D
-21.28498,148.4577,333.1,0.47,0.48,2021-01-27,04:06,N,nominal,1.0NRT,294.7,4.1,D
-21.28588,148.45319,334.7,0.47,0.48,2021-01-27,04:06,N,nominal,1.0NRT,294.3,2.5,D
-21.26914,148.51425,330.8,0.47,0.48,2021-01-27,04:06,N,nominal,1.0NRT,297.4,3.4,D
-21.27629,148.47842,338.1,0.47,0.48,2021-01-27,04:06,N,nominal,1.0NRT,299.1,3.7,D
-21.27659,148.53061,337.8,0.47,0.48,2021-01-27,04:06,N,nominal,1.0NRT,292.5,4.6,D
-21.27743,148.52621,332.7,0.47,0.48,2021-01-27,04:06,N,nominal,1.0NRT,296.2,4.1,D
-21.28269,148.49878,331.6,0.47,0.48,2021-01-27,04:06,N,nominal,1.0NRT,294.1,4.9,D
-21.29105,148.45518,356.2,0.47,0.48,2021-01-27,04:06,N,nominal,1.0NRT,302.1,12.2,D
-21.28173,148.48,333.3,0.47,0.48,2021-01-27,04:06,N,nominal,1.0NRT,299.6,4.6,D
-21.28676,148.4538,348.5,0.47,0.48,2021-01-27,04:06,N,nominal,1.0NRT,297.2,6.9,D
-21.27044,148.515,330.4,0.47,0.48,2021-01-27,04:06,N,nominal,1.0NRT,297.6,4.1,D
-21.27735,148.47906,343.2,0.47,0.48,2021-01-27,04:06,N,nominal,1.0NRT,300.4,4.6,D
-21.26855,148.4774,331.8,0.47,0.48,2021-01-27,04:06,N,nominal,1.0NRT,290.8,2,D
-21.24309,148.51448,333.1,0.47,0.48,2021-01-27,04:06,N,nominal,1.0NRT,299.8,5.7,D
-21.23871,148.51344,340.4,0.47,0.48,2021-01-27,04:06,N,nominal,1.0NRT,299.2,11.6,D
-21.58581,146.56108,340.5,0.54,0.42,2021-01-27,04:06,N,nominal,1.0NRT,305.7,4.2,D
-21.58193,146.56026,336.3,0.54,0.42,2021-01-27,04:06,N,nominal,1.0NRT,306.1,9.5,D
-21.20694,148.11545,332.1,0.45,0.47,2021-01-27,04:06,N,nominal,1.0NRT,302,7.1,D
-21.20267,148.11446,344.3,0.45,0.47,2021-01-27,04:06,N,nominal,1.0NRT,306.2,7.1,D
-21.08124,148.4357,335,0.47,0.48,2021-01-27,04:06,N,nominal,1.0NRT,298.1,6.5,D
-21.07862,148.42589,339,0.47,0.48,2021-01-27,04:06,N,nominal,1.0NRT,299,2.1,D
-21.03216,148.34248,330.4,0.47,0.47,2021-01-27,04:06,N,low,1.0NRT,302,2,D
-21.00591,148.36034,334.7,0.47,0.48,2021-01-27,04:06,N,nominal,1.0NRT,304.7,2.4,D
-21.00153,148.35942,332,0.47,0.48,2021-01-27,04:06,N,low,1.0NRT,302.8,2.4,D
-21.54272,145.2303,342.3,0.47,0.39,2021-01-27,04:06,N,nominal,1.0NRT,302.6,11.1,D
-21.53832,145.23409,345.1,0.47,0.39,2021-01-27,04:06,N,nominal,1.0NRT,309.9,23.4,D
-21.53909,145.22957,346.8,0.47,0.39,2021-01-27,04:06,N,nominal,1.0NRT,309.5,39.4,D
-21.53469,145.23337,353.3,0.47,0.39,2021-01-27,04:06,N,nominal,1.0NRT,318.5,23.4,D
-21.53624,145.22435,355.7,0.47,0.39,2021-01-27,04:06,N,nominal,1.0NRT,323,39.4,D
-21.53701,145.21985,341.7,0.47,0.39,2021-01-27,04:06,N,nominal,1.0NRT,314.4,14.4,D
-21.53546,145.22887,367,0.47,0.39,2021-01-27,04:06,N,low,1.0NRT,330,39.4,D
-21.53183,145.22815,367,0.47,0.39,2021-01-27,04:06,N,high,1.0NRT,348.2,131.5,D
-21.53261,145.22363,367,0.47,0.39,2021-01-27,04:06,N,high,1.0NRT,349.6,131.5,D
-21.53339,145.21913,367,0.47,0.39,2021-01-27,04:06,N,high,1.0NRT,344.9,107.6,D
-21.53416,145.21463,352.3,0.47,0.39,2021-01-27,04:06,N,nominal,1.0NRT,320,107.6,D
-21.52898,145.22292,349.2,0.47,0.39,2021-01-27,04:06,N,nominal,1.0NRT,311.2,131.5,D
-21.52976,145.21841,355.8,0.47,0.39,2021-01-27,04:06,N,nominal,1.0NRT,311.5,107.6,D
-21.52379,145.23123,348.4,0.47,0.39,2021-01-27,04:06,N,nominal,1.0NRT,314.4,61.7,D
-21.52016,145.2305,367,0.47,0.39,2021-01-27,04:06,N,high,1.0NRT,341,61.7,D
-21.51653,145.2298,367,0.47,0.39,2021-01-27,04:06,N,high,1.0NRT,347.2,93.7,D
-21.51575,145.23428,344.6,0.47,0.39,2021-01-27,04:06,N,nominal,1.0NRT,316.1,93.7,D
-21.51291,145.22908,342.8,0.47,0.39,2021-01-27,04:06,N,nominal,1.0NRT,312.4,93.7,D
-33.17408,148.72389,342,0.46,0.39,2021-01-27,04:06,N,nominal,1.0NRT,307.9,13.1,D
-33.17499,148.71899,355.1,0.46,0.39,2021-01-27,04:06,N,nominal,1.0NRT,309.1,8.8,D
-33.1759,148.71407,346.7,0.46,0.39,2021-01-27,04:06,N,nominal,1.0NRT,309.1,8.8,D
-33.17228,148.71312,355.1,0.46,0.39,2021-01-27,04:06,N,nominal,1.0NRT,307.6,10.8,D
-33.17138,148.71803,367,0.46,0.39,2021-01-27,04:06,N,low,1.0NRT,308.2,10.8,D
-33.16867,148.71217,344.6,0.46,0.39,2021-01-27,04:06,N,nominal,1.0NRT,307.2,10.8,D
-32.99454,146.25027,343.4,0.4,0.37,2021-01-27,04:06,N,nominal,1.0NRT,307.7,6.8,D
-32.99523,146.24603,350.5,0.4,0.37,2021-01-27,04:06,N,nominal,1.0NRT,308.3,6.8,D
-32.99592,146.24179,336.4,0.4,0.37,2021-01-27,04:06,N,nominal,1.0NRT,305.8,4.5,D
-32.99117,146.2495,339.5,0.4,0.37,2021-01-27,04:06,N,nominal,1.0NRT,307.4,3.8,D
-32.99187,146.24525,346,0.4,0.37,2021-01-27,04:06,N,nominal,1.0NRT,307.7,3.8,D
-32.99256,146.24101,334.7,0.4,0.37,2021-01-27,04:06,N,low,1.0NRT,304.9,3,D
-32.99325,146.23677,338.7,0.4,0.37,2021-01-27,04:06,N,nominal,1.0NRT,303.8,3,D
