latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,confidence,version,bright_ti5,frp,daynight
-40.43322,175.74144,346.5,0.48,0.4,2021-02-03,01:48,N,nominal,1.0NRT,304.6,9.3,D
-39.72837,174.77179,349.4,0.52,0.42,2021-02-03,01:48,N,nominal,1.0NRT,311.2,45.9,D
-39.72493,174.77165,346,0.52,0.42,2021-02-03,01:48,N,nominal,1.0NRT,298.1,10.9,D
-39.7288,174.77232,348.4,0.52,0.42,2021-02-03,01:48,N,nominal,1.0NRT,309.7,36.2,D
-40.44998,175.27271,336.2,0.5,0.41,2021-02-03,01:48,N,low,1.0NRT,308.7,3.7,D
-37.20373,174.72078,334,0.49,0.4,2021-02-03,01:48,N,low,1.0NRT,307.7,11.3,D
-39.10655,174.68187,333.6,0.52,0.41,2021-02-03,01:48,N,nominal,1.0NRT,299.9,4.6,D
-42.63731,147.5695,344,0.45,0.47,2021-02-03,03:30,N,nominal,1.0NRT,299.3,5.3,D
-43.67975,171.77588,335.3,0.47,0.64,2021-02-03,03:30,N,nominal,1.0NRT,290.6,5,D
-43.677,171.77119,340.3,0.46,0.64,2021-02-03,03:30,N,nominal,1.0NRT,290.5,4.7,D
-41.00941,145.02515,326.5,0.58,0.52,2021-02-03,03:30,N,nominal,1.0NRT,297.4,4.7,D
-32.07317,147.09605,343.6,0.55,0.43,2021-02-03,03:36,N,nominal,1.0NRT,311.3,5.7,D
-32.06793,147.10722,348.5,0.55,0.43,2021-02-03,03:36,N,nominal,1.0NRT,317.2,15.2,D
-32.06857,147.10133,350.9,0.55,0.43,2021-02-03,03:36,N,nominal,1.0NRT,306.6,15.2,D
-32.06921,147.09544,342.4,0.55,0.43,2021-02-03,03:36,N,nominal,1.0NRT,311.6,5.3,D
-32.06397,147.10663,341.8,0.55,0.43,2021-02-03,03:36,N,nominal,1.0NRT,310,15.2,D
-32.1239,146.08627,344.9,0.41,0.45,2021-02-03,03:36,N,nominal,1.0NRT,315.8,6.1,D
-30.80478,152.74641,333.4,0.39,0.36,2021-02-03,03:36,N,nominal,1.0NRT,299.5,2.9,D
-30.80828,152.31349,353.9,0.38,0.36,2021-02-03,03:36,N,nominal,1.0NRT,301.2,5.8,D
-30.80496,152.31281,338.7,0.38,0.36,2021-02-03,03:36,N,nominal,1.0NRT,297,5.8,D
-30.39888,151.75558,331.5,0.38,0.36,2021-02-03,03:36,N,low,1.0NRT,303.5,2.1,D
-30.01693,153.14709,344,0.39,0.36,2021-02-03,03:36,N,nominal,1.0NRT,298.7,5.4,D
-29.03528,152.69351,347.6,0.39,0.36,2021-02-03,03:36,N,nominal,1.0NRT,295.9,12.6,D
-29.03129,152.69682,350.9,0.39,0.36,2021-02-03,03:36,N,nominal,1.0NRT,293.6,12.6,D
-29.03193,152.69281,353.2,0.39,0.36,2021-02-03,03:36,N,nominal,1.0NRT,293,12.6,D
-29.03258,152.68878,336.1,0.39,0.36,2021-02-03,03:36,N,nominal,1.0NRT,290.5,6.8,D
-28.9169,152.03072,334.6,0.39,0.36,2021-02-03,03:36,N,nominal,1.0NRT,301.7,4,D
-28.91357,152.03006,343.7,0.39,0.36,2021-02-03,03:36,N,nominal,1.0NRT,298,4,D
-28.34822,152.22496,335.4,0.39,0.36,2021-02-03,03:36,N,nominal,1.0NRT,301.8,3.7,D
-28.34425,152.22827,348.6,0.39,0.36,2021-02-03,03:36,N,nominal,1.0NRT,299.7,4.4,D
-28.34488,152.22427,331.3,0.39,0.36,2021-02-03,03:36,N,low,1.0NRT,303.1,4.4,D
-29.08287,146.81358,338.7,0.52,0.42,2021-02-03,03:36,N,low,1.0NRT,312.7,3.2,D
-28.37406,151.83139,356.7,0.38,0.36,2021-02-03,03:36,N,nominal,1.0NRT,302.1,15.7,D
-28.00145,147.24101,345.6,0.49,0.4,2021-02-03,03:36,N,low,1.0NRT,318.5,3.3,D
-27.57042,150.41125,340,0.39,0.36,2021-02-03,03:36,N,nominal,1.0NRT,308.9,12.9,D
-27.73055,148.22653,349.5,0.44,0.38,2021-02-03,03:36,N,low,1.0NRT,316.5,79,D
-27.72829,148.22763,354.1,0.44,0.38,2021-02-03,03:36,N,low,1.0NRT,311.4,83.4,D
-27.72888,148.22313,350.5,0.44,0.38,2021-02-03,03:36,N,low,1.0NRT,311,35.7,D
-26.9741,151.54492,340.1,0.39,0.36,2021-02-03,03:36,N,nominal,1.0NRT,308.1,8.6,D
-27.11089,148.39607,367,0.43,0.38,2021-02-03,03:36,N,high,1.0NRT,329.4,54.3,D
-27.11031,148.40045,339.1,0.43,0.38,2021-02-03,03:36,N,nominal,1.0NRT,310,54.3,D
-27.10678,148.39989,344.1,0.43,0.38,2021-02-03,03:36,N,nominal,1.0NRT,312.6,28,D
-27.10736,148.39552,344.9,0.43,0.38,2021-02-03,03:36,N,low,1.0NRT,309.2,28,D
-27.10326,148.39932,339.4,0.43,0.38,2021-02-03,03:36,N,low,1.0NRT,306.3,28,D
-26.56458,150.57423,342.7,0.38,0.36,2021-02-03,03:36,N,nominal,1.0NRT,312.4,14.6,D
-24.94814,151.09035,345.9,0.39,0.36,2021-02-03,03:36,N,nominal,1.0NRT,305.1,9.1,D
-24.9461,151.08995,338.8,0.39,0.36,2021-02-03,03:36,N,nominal,1.0NRT,298.8,6.5,D
-23.50217,147.92671,350.7,0.42,0.37,2021-02-03,03:36,N,low,1.0NRT,317.2,20,D
-22.7647,148.13467,352.6,0.41,0.37,2021-02-03,03:36,N,nominal,1.0NRT,313.8,10.8,D
-22.76128,148.13414,367,0.41,0.37,2021-02-03,03:36,N,high,1.0NRT,314.7,10.8,D
-22.76072,148.13808,347,0.41,0.37,2021-02-03,03:36,N,nominal,1.0NRT,312.4,10.8,D
-34.45798,150.88246,328.5,0.41,0.37,2021-02-03,03:36,N,low,1.0NRT,303.2,3.4,D
-34.45514,150.87727,347.2,0.41,0.37,2021-02-03,03:36,N,nominal,1.0NRT,308.9,4.2,D
-34.45169,150.87662,329.4,0.41,0.37,2021-02-03,03:36,N,low,1.0NRT,304.1,4.2,D
-34.73654,143.47736,341.1,0.62,0.54,2021-02-03,03:36,N,low,1.0NRT,312.1,17.8,D
-34.71589,143.48219,341.9,0.62,0.54,2021-02-03,03:36,N,nominal,1.0NRT,309.7,9.4,D
-32.84739,145.86801,349,0.43,0.46,2021-02-03,03:36,N,nominal,1.0NRT,310.9,5.8,D
-32.84311,145.86739,345.6,0.43,0.46,2021-02-03,03:36,N,nominal,1.0NRT,309.7,4.1,D
-31.5063,151.73438,343.2,0.39,0.36,2021-02-03,03:36,N,nominal,1.0NRT,297.1,4.6,D
-32.07713,147.09662,340.2,0.55,0.43,2021-02-03,03:36,N,nominal,1.0NRT,311,5.7,D
-32.07125,147.11369,341.4,0.55,0.43,2021-02-03,03:36,N,nominal,1.0NRT,310.1,8.5,D
-32.07253,147.10191,342.2,0.55,0.43,2021-02-03,03:36,N,nominal,1.0NRT,311.2,43.7,D
-22.76184,148.13016,348.4,0.41,0.37,2021-02-03,03:36,N,nominal,1.0NRT,311.4,10.4,D
-22.75786,148.13354,352.3,0.41,0.37,2021-02-03,03:36,N,nominal,1.0NRT,314.1,18,D
-20.74198,136.42126,330.4,0.6,0.71,2021-02-03,03:36,N,low,1.0NRT,301.4,5.2,D
-20.73535,136.4207,342.7,0.6,0.71,2021-02-03,03:36,N,nominal,1.0NRT,303.1,5.2,D
-20.72872,136.42014,336,0.6,0.71,2021-02-03,03:36,N,nominal,1.0NRT,302.7,4.5,D
-20.72209,136.41957,335.8,0.6,0.71,2021-02-03,03:36,N,nominal,1.0NRT,301.1,4.5,D
-20.71594,136.41301,331.7,0.6,0.71,2021-02-03,03:36,N,low,1.0NRT,302.7,5.1,D
-20.69653,136.40518,342.8,0.6,0.71,2021-02-03,03:36,N,nominal,1.0NRT,301.7,6.9,D
-20.6899,136.40459,333.3,0.6,0.71,2021-02-03,03:36,N,nominal,1.0NRT,303.1,6,D
-20.69036,136.39857,332.7,0.6,0.71,2021-02-03,03:36,N,nominal,1.0NRT,300.9,3.8,D
-20.68326,136.40405,331,0.6,0.71,2021-02-03,03:36,N,nominal,1.0NRT,299.4,6,D
-20.68372,136.39801,340.8,0.6,0.71,2021-02-03,03:36,N,nominal,1.0NRT,302.3,3.8,D
-20.68419,136.39203,332.2,0.6,0.71,2021-02-03,03:36,N,nominal,1.0NRT,300.7,3.8,D
-20.67709,136.39749,330.1,0.6,0.71,2021-02-03,03:36,N,nominal,1.0NRT,299.6,3.7,D
-20.67755,136.39149,337.5,0.6,0.71,2021-02-03,03:36,N,nominal,1.0NRT,301.5,3.7,D
-20.69122,136.40845,333.3,0.6,0.71,2021-02-03,03:36,N,nominal,1.0NRT,301,6.8,D
-20.69172,136.40245,334.5,0.6,0.71,2021-02-03,03:36,N,nominal,1.0NRT,303.3,4.5,D
-20.68509,136.4019,333.9,0.6,0.71,2021-02-03,03:36,N,nominal,1.0NRT,301,4.5,D
-20.68559,136.3959,334.1,0.6,0.71,2021-02-03,03:36,N,nominal,1.0NRT,302.1,4.5,D
-20.67845,136.40141,331,0.6,0.71,2021-02-03,03:36,N,nominal,1.0NRT,298.9,4.4,D
-20.67896,136.3954,336.6,0.6,0.71,2021-02-03,03:36,N,nominal,1.0NRT,301.4,4.4,D
-20.67945,136.38942,335.1,0.6,0.71,2021-02-03,03:36,N,nominal,1.0NRT,302.2,3.3,D
-20.67282,136.38885,331.6,0.6,0.71,2021-02-03,03:36,N,nominal,1.0NRT,299.1,3.3,D
-34.76735,150.44304,333,0.43,0.38,2021-02-03,03:36,N,nominal,1.0NRT,294.9,1.8,D
-35.71494,136.81029,352.7,0.73,0.76,2021-02-03,03:36,N,nominal,1.0NRT,304.7,9.5,D
-35.71505,136.80139,334.8,0.74,0.76,2021-02-03,03:36,N,nominal,1.0NRT,296.3,9.5,D
-35.70771,136.80942,367,0.73,0.76,2021-02-03,03:36,N,high,1.0NRT,313.7,69.4,D
