latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,confidence,version,bright_ti5,frp,daynight
-44.72197,169.17261,340.8,0.61,0.53,2021-01-23,01:54,N,nominal,1.0NRT,298.9,8.9,D
-44.72359,169.17276,340.2,0.61,0.53,2021-01-23,01:54,N,nominal,1.0NRT,299.7,7.8,D
-37.753,145.026,330.5,0.45,0.47,2021-01-23,03:36,N,low,1.0NRT,304,2.6,D
-37.9013,145.24617,331.5,0.44,0.46,2021-01-23,03:36,N,low,1.0NRT,306.1,3.4,D
-37.83127,144.79012,345.1,0.46,0.47,2021-01-23,03:36,N,nominal,1.0NRT,308.9,6.4,D
-34.45352,150.87819,334,0.39,0.36,2021-01-23,03:42,N,low,1.0NRT,307.8,3.5,D
-33.40139,151.17953,342.1,0.38,0.36,2021-01-23,03:42,N,nominal,1.0NRT,303,4,D
-33.00479,137.58023,339.7,0.52,0.67,2021-01-23,03:42,N,low,1.0NRT,311.9,19,D
-32.27964,146.19987,350.6,0.51,0.41,2021-01-23,03:42,N,nominal,1.0NRT,317.5,60.8,D
-32.27709,146.15453,349,0.51,0.41,2021-01-23,03:42,N,low,1.0NRT,321.3,16.7,D
-32.12658,146.08948,351,0.52,0.41,2021-01-23,03:42,N,low,1.0NRT,324.7,22.3,D
-30.38607,151.78204,339.8,0.39,0.37,2021-01-23,03:42,N,low,1.0NRT,314.3,4.3,D
-29.67144,151.95639,333.5,0.4,0.37,2021-01-23,03:42,N,nominal,1.0NRT,299,1.9,D
-28.16369,152.70586,332.8,0.43,0.38,2021-01-23,03:42,N,nominal,1.0NRT,301.2,2.8,D
-28.24925,151.77832,348.8,0.41,0.37,2021-01-23,03:42,N,nominal,1.0NRT,309.6,4.7,D
-28.24994,151.77415,334.3,0.41,0.37,2021-01-23,03:42,N,nominal,1.0NRT,306.9,2.5,D
-28.24583,151.77762,338.5,0.41,0.37,2021-01-23,03:42,N,nominal,1.0NRT,307.2,4.7,D
-28.24242,151.77692,333.6,0.41,0.37,2021-01-23,03:42,N,nominal,1.0NRT,306.6,2.2,D
-27.96564,151.65242,337.3,0.41,0.37,2021-01-23,03:42,N,low,1.0NRT,311.6,2.8,D
-27.967,151.17564,336.4,0.4,0.37,2021-01-23,03:42,N,nominal,1.0NRT,305.7,7.6,D
-27.96765,151.17162,347.5,0.4,0.37,2021-01-23,03:42,N,nominal,1.0NRT,306.6,7.6,D
