latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,confidence,version,bright_ti5,frp,daynight
-39.36574,174.31531,328.5,0.39,0.36,2021-01-22,02:18,N,nominal,1.0NRT,295.3,4.9,D
-39.36503,174.31979,331.9,0.39,0.36,2021-01-22,02:18,N,nominal,1.0NRT,293,4.9,D
-41.35563,146.1656,330.2,0.42,0.38,2021-01-22,03:54,N,nominal,1.0NRT,294.7,1.4,D
-40.99448,144.90955,329.7,0.45,0.39,2021-01-22,03:54,N,nominal,1.0NRT,289.9,4.7,D
-40.85233,145.38385,332.5,0.44,0.38,2021-01-22,03:54,N,nominal,1.0NRT,300.5,2.7,D
-21.32842,148.52409,339.9,0.57,0.43,2021-01-22,04:00,N,nominal,1.0NRT,296.9,5.5,D
-21.33023,148.53268,332,0.57,0.43,2021-01-22,04:00,N,nominal,1.0NRT,295.5,5.5,D
-21.3282,148.52116,336.4,0.57,0.43,2021-01-22,04:00,N,nominal,1.0NRT,296.9,7.1,D
-21.30334,148.52138,333,0.57,0.43,2021-01-22,04:00,N,nominal,1.0NRT,296,4.7,D
-21.29829,148.52634,340.5,0.57,0.43,2021-01-22,04:00,N,nominal,1.0NRT,297.7,11,D
-21.31901,148.41359,339.7,0.56,0.43,2021-01-22,04:00,N,nominal,1.0NRT,304.3,10.8,D
-21.36808,147.98997,337.6,0.53,0.42,2021-01-22,04:00,N,low,1.0NRT,310.7,6,D
-21.37089,147.97459,335.1,0.53,0.42,2021-01-22,04:00,N,low,1.0NRT,307.3,4.8,D
-21.36422,147.9892,338.2,0.53,0.42,2021-01-22,04:00,N,low,1.0NRT,310.6,4.3,D
-21.36035,147.98843,339.2,0.53,0.42,2021-01-22,04:00,N,low,1.0NRT,310.1,4.3,D
-21.35648,147.98766,341.3,0.53,0.42,2021-01-22,04:00,N,nominal,1.0NRT,307.9,7.4,D
-21.49444,147.20154,341.5,0.49,0.4,2021-01-22,04:00,N,nominal,1.0NRT,304.4,5.1,D
-21.63201,146.20792,337.1,0.44,0.38,2021-01-22,04:00,N,nominal,1.0NRT,305.3,7,D
-21.62777,146.21149,336,0.44,0.38,2021-01-22,04:00,N,nominal,1.0NRT,304.2,4.4,D
-21.62848,146.20723,342.8,0.44,0.38,2021-01-22,04:00,N,nominal,1.0NRT,304.4,4.4,D
-21.60573,146.25566,338,0.44,0.38,2021-01-22,04:00,N,nominal,1.0NRT,306.1,3.6,D
-21.60292,146.25069,336.1,0.44,0.38,2021-01-22,04:00,N,low,1.0NRT,306.6,5.5,D
-21.06055,148.30347,338.3,0.56,0.43,2021-01-22,04:00,N,nominal,1.0NRT,304.7,6.4,D
-21.06159,148.29796,345.8,0.56,0.43,2021-01-22,04:00,N,nominal,1.0NRT,305.5,7.3,D
-21.06377,148.29588,335.5,0.56,0.43,2021-01-22,04:00,N,nominal,1.0NRT,304.1,6,D
-21.05885,148.30049,335.4,0.56,0.43,2021-01-22,04:00,N,nominal,1.0NRT,303.4,6,D
-21.47171,145.78229,338.7,0.42,0.38,2021-01-22,04:00,N,low,1.0NRT,309.1,4.5,D
-21.51274,145.18979,337.5,0.41,0.37,2021-01-22,04:00,N,low,1.0NRT,310.4,3.2,D
-20.82916,146.62151,339.6,0.47,0.39,2021-01-22,04:00,N,nominal,1.0NRT,303.3,4.1,D
-20.36223,148.10133,335.7,0.56,0.43,2021-01-22,04:00,N,nominal,1.0NRT,301.6,2.9,D
-20.35632,148.08893,335.5,0.56,0.43,2021-01-22,04:00,N,nominal,1.0NRT,302.6,2.4,D
-20.11584,148.08113,336.2,0.56,0.43,2021-01-22,04:00,N,nominal,1.0NRT,301,6.9,D
-20.11685,148.07573,333.6,0.56,0.43,2021-01-22,04:00,N,nominal,1.0NRT,301,6.9,D
