latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,confidence,version,bright_ti5,frp,daynight
-44.67829,171.041,338.9,0.39,0.36,2021-02-01,02:24,N,nominal,1.0NRT,292.6,3.6,D
-44.67759,171.04596,334.2,0.39,0.36,2021-02-01,02:24,N,nominal,1.0NRT,291.6,3.1,D
-45.78337,168.44543,329,0.46,0.39,2021-02-01,02:24,N,nominal,1.0NRT,297.5,1.9,D
-45.78269,168.45139,329.1,0.46,0.39,2021-02-01,02:24,N,nominal,1.0NRT,300.1,3.6,D
-45.83591,168.49614,342.8,0.46,0.39,2021-02-01,02:24,N,nominal,1.0NRT,296.6,95.6,D
-46.01823,169.02393,327.4,0.44,0.38,2021-02-01,02:24,N,nominal,1.0NRT,297.3,1.8,D
-40.49241,176.05463,367,0.5,0.41,2021-02-01,02:30,N,high,1.0NRT,331,141.3,D
-40.49126,176.06033,347.8,0.5,0.41,2021-02-01,02:30,N,nominal,1.0NRT,294.3,22.5,D
-40.48873,176.05324,352,0.5,0.41,2021-02-01,02:30,N,nominal,1.0NRT,299,60.1,D
-39.51723,175.01549,343.6,0.47,0.4,2021-02-01,02:30,N,nominal,1.0NRT,301.3,27.2,D
-39.51354,175.01462,335.2,0.47,0.4,2021-02-01,02:30,N,nominal,1.0NRT,303.3,27.2,D
-38.34208,175.15752,329.4,0.5,0.41,2021-02-01,02:30,N,low,1.0NRT,301.7,1.7,D
-37.2025,174.72089,331.2,0.5,0.41,2021-02-01,02:30,N,low,1.0NRT,303.1,5.9,D
-26.01479,151.79173,331.8,0.72,0.75,2021-02-01,02:30,N,nominal,1.0NRT,282.8,9,D
-40.49495,176.06169,337.6,0.5,0.41,2021-02-01,02:30,N,nominal,1.0NRT,298.4,22.5,D
-23.56935,146.46248,345.6,0.4,0.45,2021-02-01,04:12,N,nominal,1.0NRT,309.2,13,D
-23.56348,146.44878,343.5,0.4,0.44,2021-02-01,04:12,N,nominal,1.0NRT,308.3,5.7,D
-23.55862,146.45184,345.6,0.4,0.44,2021-02-01,04:12,N,nominal,1.0NRT,308.3,5.7,D
-23.56531,146.4492,338.9,0.4,0.45,2021-02-01,04:12,N,nominal,1.0NRT,308.6,3.6,D
-23.56047,146.45226,346.4,0.4,0.45,2021-02-01,04:12,N,nominal,1.0NRT,308.6,3.6,D
-23.56122,146.4483,337.8,0.4,0.45,2021-02-01,04:12,N,nominal,1.0NRT,307.7,3.6,D
-23.44804,144.36151,345.1,0.47,0.4,2021-02-01,04:12,N,low,1.0NRT,318.3,1.3,D
-23.44437,144.36076,344.4,0.47,0.4,2021-02-01,04:12,N,low,1.0NRT,317.9,1.3,D
-27.68004,150.08099,336.7,0.55,0.51,2021-02-01,04:12,N,nominal,1.0NRT,304.8,6.5,D
-22.92799,146.25496,344.2,0.4,0.44,2021-02-01,04:12,N,nominal,1.0NRT,306.3,3,D
-22.91412,146.30589,336.6,0.41,0.45,2021-02-01,04:12,N,nominal,1.0NRT,301.9,2,D
-22.91488,146.30191,347.1,0.41,0.45,2021-02-01,04:12,N,nominal,1.0NRT,305.5,4,D
-22.90637,146.27917,330.9,0.41,0.45,2021-02-01,04:12,N,low,1.0NRT,304,2.4,D
-22.41853,148.59703,338.1,0.57,0.52,2021-02-01,04:12,N,nominal,1.0NRT,297.3,8,D
-22.41968,148.59149,344.7,0.57,0.52,2021-02-01,04:12,N,nominal,1.0NRT,298.8,8,D
-22.56732,147.51672,338.8,0.49,0.48,2021-02-01,04:12,N,nominal,1.0NRT,303.6,12.9,D
-22.56382,147.51097,345.7,0.49,0.48,2021-02-01,04:12,N,nominal,1.0NRT,302.9,10,D
-22.22769,147.94006,343.4,0.52,0.5,2021-02-01,04:12,N,nominal,1.0NRT,300.4,9.4,D
-22.22874,147.93491,334.2,0.52,0.5,2021-02-01,04:12,N,nominal,1.0NRT,300.8,4.7,D
-23.05001,143.13103,352,0.43,0.38,2021-02-01,04:12,N,nominal,1.0NRT,317.8,21.4,D
-21.96362,145.96066,348.6,0.4,0.44,2021-02-01,04:12,N,nominal,1.0NRT,313,60,D
-21.96438,145.95668,367,0.4,0.44,2021-02-01,04:12,N,low,1.0NRT,325.5,69.2,D
-21.95953,145.95979,345.1,0.4,0.44,2021-02-01,04:12,N,nominal,1.0NRT,309.2,7.3,D
-21.09619,148.28323,339.3,0.58,0.52,2021-02-01,04:12,N,nominal,1.0NRT,301.3,13.2,D
-21.52769,145.21133,344.5,0.56,0.43,2021-02-01,04:12,N,low,1.0NRT,316.3,18.4,D
-21.52374,145.21053,343.4,0.56,0.43,2021-02-01,04:12,N,low,1.0NRT,315.7,16.6,D
-20.89448,146.8801,367,0.48,0.48,2021-02-01,04:12,N,high,1.0NRT,305.6,10.3,D
-20.89358,146.88466,338.7,0.48,0.48,2021-02-01,04:12,N,nominal,1.0NRT,305.6,10.3,D
-20.89538,146.87553,349.4,0.48,0.48,2021-02-01,04:12,N,nominal,1.0NRT,303.4,7.9,D
-20.61263,146.5594,345.1,0.46,0.47,2021-02-01,04:12,N,nominal,1.0NRT,306.5,6.9,D
-20.6127,146.55978,346.6,0.46,0.47,2021-02-01,04:12,N,nominal,1.0NRT,306.6,7.2,D
-20.23016,147.85005,343.1,0.56,0.52,2021-02-01,04:12,N,nominal,1.0NRT,297,8.5,D
-20.23069,147.84882,339.3,0.56,0.52,2021-02-01,04:12,N,nominal,1.0NRT,296.6,10.9,D
