latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,confidence,version,bright_ti5,frp,daynight
-16.46049,179.26176,325.8,0.33,0.56,2021-01-21,01:00,N,nominal,1.0NRT,290.1,1.2,D
-25.43254,150.63521,351.2,0.67,0.74,2021-01-21,02:36,N,nominal,1.0NRT,290.9,12.5,D
-30.42587,151.44748,348.8,0.65,0.73,2021-01-21,02:36,N,nominal,1.0NRT,291.1,9.1,D
-25.92562,149.53357,347.7,0.79,0.78,2021-01-21,02:36,N,nominal,1.0NRT,292.6,11.4,D
-25.70136,151.0069,332.7,0.64,0.72,2021-01-21,02:36,N,nominal,1.0NRT,288.4,6,D
-25.70172,151.00055,334.6,0.64,0.72,2021-01-21,02:36,N,nominal,1.0NRT,288.4,6,D
-25.70066,151.00136,343.6,0.64,0.72,2021-01-21,02:36,N,nominal,1.0NRT,289.9,5.3,D
-31.53571,151.70229,332.7,0.64,0.72,2021-01-21,02:36,N,nominal,1.0NRT,291.7,4.9,D
-30.42485,151.44868,348.4,0.66,0.73,2021-01-21,02:36,N,nominal,1.0NRT,291.4,9.2,D
-24.40493,149.7717,335.3,0.74,0.76,2021-01-21,02:42,N,nominal,1.0NRT,292.6,9.9,D
-24.41035,149.7683,333.3,0.74,0.76,2021-01-21,02:42,N,nominal,1.0NRT,292.2,8.6,D
-24.40271,149.7751,331.1,0.74,0.76,2021-01-21,02:42,N,nominal,1.0NRT,292.4,7.7,D
-22.82474,149.73268,333.1,0.72,0.76,2021-01-21,02:42,N,nominal,1.0NRT,292.3,13.8,D
-24.41213,149.77219,332.8,0.74,0.76,2021-01-21,02:42,N,nominal,1.0NRT,292.4,6.3,D
-26.73677,147.61794,342.4,0.51,0.49,2021-01-21,04:18,N,nominal,1.0NRT,284.6,4.5,D
-26.73119,147.62189,343.7,0.51,0.49,2021-01-21,04:18,N,nominal,1.0NRT,276.5,25.7,D
-26.34221,149.08347,345.7,0.63,0.54,2021-01-21,04:18,N,nominal,1.0NRT,301.3,12.3,D
-26.33867,149.07576,337.3,0.63,0.54,2021-01-21,04:18,N,nominal,1.0NRT,300.6,6.2,D
-26.34005,149.06953,336.4,0.63,0.54,2021-01-21,04:18,N,nominal,1.0NRT,301.5,6.2,D
-26.34147,149.06322,343.1,0.63,0.54,2021-01-21,04:18,N,nominal,1.0NRT,300.8,6.9,D
-26.3429,149.05681,332.8,0.63,0.54,2021-01-21,04:18,N,nominal,1.0NRT,299.5,6.9,D
-26.25255,149.43484,340.5,0.33,0.55,2021-01-21,04:18,N,nominal,1.0NRT,299.2,5.8,D
-26.2482,149.43022,338.7,0.33,0.55,2021-01-21,04:18,N,nominal,1.0NRT,301,5.8,D
-26.24897,149.42683,349.5,0.33,0.55,2021-01-21,04:18,N,nominal,1.0NRT,299.7,8.5,D
-26.33158,149.06038,343.6,0.63,0.54,2021-01-21,04:18,N,nominal,1.0NRT,300,12.5,D
-25.92378,149.53462,349,0.34,0.56,2021-01-21,04:18,N,nominal,1.0NRT,299.5,6.5,D
-26.11925,148.40088,336.6,0.58,0.52,2021-01-21,04:18,N,low,1.0NRT,307.1,7.3,D
-25.98779,148.30531,337.4,0.58,0.52,2021-01-21,04:18,N,nominal,1.0NRT,306.4,3.9,D
-25.43404,150.63773,367,0.41,0.6,2021-01-21,04:18,N,high,1.0NRT,293.3,14,D
-25.435,150.63368,342.3,0.41,0.6,2021-01-21,04:18,N,nominal,1.0NRT,290,9,D
-25.4285,150.63623,334.6,0.41,0.6,2021-01-21,04:18,N,nominal,1.0NRT,289.7,3.7,D
-24.40127,149.77553,337.1,0.38,0.59,2021-01-21,04:18,N,nominal,1.0NRT,298.2,5.6,D
-24.40216,149.77165,348.9,0.38,0.59,2021-01-21,04:18,N,nominal,1.0NRT,298.7,5.6,D
-24.39679,149.77014,351.3,0.38,0.59,2021-01-21,04:18,N,nominal,1.0NRT,298.6,7,D
-24.40058,149.77446,338.6,0.38,0.59,2021-01-21,04:18,N,nominal,1.0NRT,298.6,4.8,D
-24.40145,149.77055,355.1,0.38,0.59,2021-01-21,04:18,N,nominal,1.0NRT,299.6,4.8,D
-24.39608,149.76906,340.5,0.38,0.59,2021-01-21,04:18,N,nominal,1.0NRT,297.5,4.8,D
-24.15446,148.69069,367,0.33,0.55,2021-01-21,04:18,N,high,1.0NRT,306.5,4.1,D
-23.85465,149.65184,336.6,0.38,0.59,2021-01-21,04:18,N,nominal,1.0NRT,301,2.2,D
-23.64182,150.48032,367,0.44,0.62,2021-01-21,04:18,N,high,1.0NRT,294,7.6,D
-23.64293,150.47549,350.5,0.44,0.62,2021-01-21,04:18,N,nominal,1.0NRT,294.7,7.6,D
-24.11475,147.7222,367,0.58,0.52,2021-01-21,04:18,N,high,1.0NRT,301.4,13,D
-24.10997,147.72095,348.9,0.58,0.52,2021-01-21,04:18,N,nominal,1.0NRT,303.1,14.3,D
-23.43431,150.70078,334.6,0.45,0.63,2021-01-21,04:18,N,nominal,1.0NRT,294.8,4.2,D
-24.2303,146.54015,340.6,0.49,0.49,2021-01-21,04:18,N,nominal,1.0NRT,304.1,27,D
-24.22381,146.5489,331,0.49,0.49,2021-01-21,04:18,N,low,1.0NRT,302.5,9.6,D
-24.22483,146.54399,355.4,0.49,0.49,2021-01-21,04:18,N,nominal,1.0NRT,309.5,27,D
-24.21936,146.54782,342.1,0.49,0.49,2021-01-21,04:18,N,nominal,1.0NRT,302.4,9.3,D
-24.22037,146.54292,349.5,0.49,0.49,2021-01-21,04:18,N,nominal,1.0NRT,304.6,15.9,D
-24.22852,146.54147,353.2,0.49,0.49,2021-01-21,04:18,N,nominal,1.0NRT,303.4,10.5,D
-24.22308,146.54533,354.2,0.49,0.49,2021-01-21,04:18,N,nominal,1.0NRT,309.9,24.3,D
-24.22406,146.54042,342,0.49,0.49,2021-01-21,04:18,N,nominal,1.0NRT,304.1,24.3,D
