latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,confidence,version,bright_ti5,frp,daynight
-39.23816,174.84514,334.7,0.58,0.52,2021-02-04,01:30,N,nominal,1.0NRT,297.9,8.1,D
-39.23324,174.84451,342.6,0.58,0.52,2021-02-04,01:30,N,nominal,1.0NRT,299.2,8.1,D
-39.23479,174.82265,325.2,0.59,0.52,2021-02-04,01:30,N,low,1.0NRT,296.5,4.5,D
-39.21998,174.8212,337.3,0.59,0.52,2021-02-04,01:30,N,nominal,1.0NRT,298.3,5.6,D
-39.21502,174.82098,329.3,0.59,0.52,2021-02-04,01:30,N,nominal,1.0NRT,297.4,5.6,D
-46.54208,168.93587,332.6,0.64,0.72,2021-02-04,01:30,N,nominal,1.0NRT,288.6,8.6,D
-46.53588,168.9406,367,0.63,0.72,2021-02-04,01:30,N,high,1.0NRT,290.4,15.3,D
-46.53582,168.93105,355.7,0.64,0.72,2021-02-04,01:30,N,nominal,1.0NRT,289.9,15.3,D
-39.23941,174.84604,332.3,0.58,0.52,2021-02-04,01:30,N,nominal,1.0NRT,298.2,8.5,D
-39.23448,174.84541,346.2,0.58,0.52,2021-02-04,01:30,N,nominal,1.0NRT,300,17.7,D
-39.2359,174.82359,327.4,0.59,0.53,2021-02-04,01:30,N,nominal,1.0NRT,296.6,6.6,D
-39.22109,174.82201,336.5,0.59,0.53,2021-02-04,01:30,N,nominal,1.0NRT,298,5.4,D
-39.23767,174.85202,326.8,0.58,0.52,2021-02-04,01:30,N,nominal,1.0NRT,297.5,11.1,D
-41.452,147.30762,329.1,0.4,0.6,2021-02-04,03:12,N,nominal,1.0NRT,292.1,3.5,D
-32.39561,147.00546,330.4,0.34,0.56,2021-02-04,03:12,N,nominal,1.0NRT,293.4,6.8,D
-41.09178,147.40245,347.1,0.39,0.59,2021-02-04,03:12,N,nominal,1.0NRT,291.5,5,D
-46.53832,168.94461,332.2,0.55,0.43,2021-02-04,03:12,N,nominal,1.0NRT,296.2,18,D
-46.53598,168.93602,334,0.55,0.43,2021-02-04,03:12,N,nominal,1.0NRT,293.1,5.5,D
-45.04412,169.57181,326.3,0.42,0.45,2021-02-04,03:12,N,nominal,1.0NRT,296.8,2,D
-41.09377,147.40489,341.3,0.39,0.59,2021-02-04,03:12,N,nominal,1.0NRT,285.6,5.6,D
-42.64523,147.56757,332.8,0.39,0.59,2021-02-04,03:12,N,nominal,1.0NRT,291.5,3.4,D
-42.64261,147.56938,335.1,0.39,0.59,2021-02-04,03:12,N,nominal,1.0NRT,287.6,3.6,D
-28.32413,150.7422,341.5,0.57,0.43,2021-02-04,03:18,N,low,1.0NRT,316.2,7.1,D
-28.21979,150.27032,343.9,0.4,0.44,2021-02-04,03:18,N,nominal,1.0NRT,307.8,3.9,D
-28.21736,150.27072,343.2,0.4,0.44,2021-02-04,03:18,N,nominal,1.0NRT,308.5,2.6,D
-28.0189,150.46034,345,0.39,0.44,2021-02-04,03:18,N,nominal,1.0NRT,312.7,5.6,D
-28.01483,150.45981,344.2,0.39,0.44,2021-02-04,03:18,N,nominal,1.0NRT,314.3,5.3,D
-27.56248,150.4299,338.1,0.39,0.44,2021-02-04,03:18,N,low,1.0NRT,312,4.9,D
-27.55799,150.43329,336.4,0.39,0.44,2021-02-04,03:18,N,low,1.0NRT,309.9,1.6,D
-27.38594,149.69028,367,0.42,0.45,2021-02-04,03:18,N,high,1.0NRT,298.7,10.7,D
-26.66417,151.71881,341.7,0.49,0.4,2021-02-04,03:18,N,low,1.0NRT,314,7,D
-26.80336,150.42081,343.5,0.57,0.43,2021-02-04,03:18,N,low,1.0NRT,318.2,11.1,D
-26.8033,150.41875,346.4,0.57,0.43,2021-02-04,03:18,N,low,1.0NRT,318.4,12.7,D
-26.44585,151.56725,338.2,0.49,0.4,2021-02-04,03:18,N,low,1.0NRT,310.2,7.9,D
-26.44647,151.5623,341.5,0.49,0.4,2021-02-04,03:18,N,nominal,1.0NRT,309.3,7.9,D
-26.56271,150.57877,350.2,0.55,0.43,2021-02-04,03:18,N,nominal,1.0NRT,319.6,17.6,D
-26.06379,151.56137,341.2,0.49,0.4,2021-02-04,03:18,N,nominal,1.0NRT,313.4,14.9,D
-26.4523,147.55406,341.9,0.55,0.51,2021-02-04,03:18,N,nominal,1.0NRT,311.9,13.6,D
-25.70977,152.54305,345.6,0.44,0.38,2021-02-04,03:18,N,nominal,1.0NRT,303.9,9.4,D
-25.70621,152.54248,343,0.44,0.38,2021-02-04,03:18,N,nominal,1.0NRT,300.7,4.9,D
-25.37545,152.77328,345.4,0.43,0.38,2021-02-04,03:18,N,nominal,1.0NRT,307.7,35.4,D
-25.23929,151.45016,333.5,0.48,0.4,2021-02-04,03:18,N,nominal,1.0NRT,302.7,6.1,D
-25.23989,151.44533,340.5,0.48,0.4,2021-02-04,03:18,N,nominal,1.0NRT,308.1,6.1,D
-25.23184,151.44908,340,0.48,0.4,2021-02-04,03:18,N,nominal,1.0NRT,303.3,4.9,D
-25.22812,151.4485,333.3,0.48,0.4,2021-02-04,03:18,N,low,1.0NRT,303.9,4.9,D
-25.22317,151.4577,340.3,0.48,0.4,2021-02-04,03:18,N,nominal,1.0NRT,308.9,10.9,D
-25.22128,151.44247,341,0.48,0.4,2021-02-04,03:18,N,nominal,1.0NRT,305.9,14,D
-25.15633,151.49889,348.9,0.48,0.4,2021-02-04,03:18,N,nominal,1.0NRT,306,9.3,D
-25.15693,151.49422,335.9,0.48,0.4,2021-02-04,03:18,N,nominal,1.0NRT,297.7,9.3,D
-24.5001,151.84526,332,0.46,0.39,2021-02-04,03:18,N,nominal,1.0NRT,298.2,2.4,D
-24.47744,148.47838,334.5,0.46,0.47,2021-02-04,03:18,N,nominal,1.0NRT,299.8,3.1,D
-23.74671,148.70288,340.8,0.44,0.46,2021-02-04,03:18,N,nominal,1.0NRT,301.1,8.3,D
