latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,confidence,version,bright_ti5,frp,daynight
-42.81039,172.86452,337.5,0.44,0.38,2021-02-02,02:06,N,nominal,1.0NRT,301,6.9,D
-44.01914,171.29102,342.1,0.51,0.41,2021-02-02,02:06,N,nominal,1.0NRT,297.8,6.2,D
-42.80974,172.86993,336.4,0.44,0.38,2021-02-02,02:06,N,nominal,1.0NRT,305.2,8.1,D
-40.64231,176.04485,336.2,0.38,0.36,2021-02-02,02:06,N,nominal,1.0NRT,296.8,8.5,D
-45.42286,168.67355,340.5,0.46,0.47,2021-02-02,02:06,N,nominal,1.0NRT,299,9.8,D
-45.42326,168.66801,326.8,0.46,0.47,2021-02-02,02:06,N,nominal,1.0NRT,297.3,9.8,D
-45.42442,168.67242,350.3,0.46,0.47,2021-02-02,02:06,N,nominal,1.0NRT,299.8,16.3,D
-39.44579,174.13858,333.4,0.39,0.36,2021-02-02,02:12,N,nominal,1.0NRT,298.9,2.7,D
-39.99421,175.37158,338.4,0.38,0.36,2021-02-02,02:12,N,nominal,1.0NRT,305.2,7.8,D
-39.85336,175.0058,350.1,0.39,0.36,2021-02-02,02:12,N,nominal,1.0NRT,307.1,5.2,D
-39.85002,175.00499,338.3,0.39,0.36,2021-02-02,02:12,N,nominal,1.0NRT,304.7,5.2,D
-39.51138,175.02777,343.1,0.38,0.36,2021-02-02,02:12,N,nominal,1.0NRT,302.6,9.2,D
-39.33691,173.80118,334,0.39,0.37,2021-02-02,02:12,N,nominal,1.0NRT,302.6,2.2,D
-37.20374,174.72206,342.2,0.38,0.36,2021-02-02,02:12,N,nominal,1.0NRT,311.1,6.9,D
-41.08733,147.42218,347.8,0.43,0.38,2021-02-02,03:48,N,nominal,1.0NRT,300,9.7,D
-40.85204,145.38147,327,0.5,0.41,2021-02-02,03:48,N,nominal,1.0NRT,300,2.2,D
-41.08797,147.41704,339.7,0.43,0.38,2021-02-02,03:48,N,nominal,1.0NRT,301.1,6,D
-29.00515,151.37619,337,0.51,0.41,2021-02-02,03:54,N,low,1.0NRT,309.1,12.6,D
-29.00613,151.3709,346,0.5,0.41,2021-02-02,03:54,N,nominal,1.0NRT,308.7,12.6,D
-29.00709,151.36572,357.1,0.5,0.41,2021-02-02,03:54,N,nominal,1.0NRT,313.3,23,D
-29.00334,151.36476,367,0.5,0.41,2021-02-02,03:54,N,high,1.0NRT,310.8,20.4,D
-29.00238,151.36996,339.4,0.5,0.41,2021-02-02,03:54,N,nominal,1.0NRT,311.1,12.6,D
-28.91229,151.43028,335.3,0.51,0.41,2021-02-02,03:54,N,nominal,1.0NRT,304.4,53.7,D
-28.91331,151.42493,367,0.51,0.41,2021-02-02,03:54,N,low,1.0NRT,325.7,53.7,D
-28.90849,151.42947,347.1,0.51,0.41,2021-02-02,03:54,N,nominal,1.0NRT,315.1,53.7,D
