y,x,z
-36.359894,145.681562,317.222
-36.22353,145.665217,121
-36.326435,145.703855,146.001
-36.588527,145.837656,183.09
-36.79407,145.915218,609.825
-36.859403,145.992634,306.716
-36.692421,145.929356,435.916
-36.525476,145.866265,174.655
-36.474105,145.846805,154.242
-36.397022,145.817657,145.939
-36.486949,145.851668,157.985
-36.705264,145.934214,381.945
-36.897931,146.007286,275.512
-36.923621,146.017062,284.279
-36.859403,145.992634,306.716
-36.782327,145.963397,227.901
-36.602521,145.895401,189.179
-36.499793,145.856533,162.986
-36.316025,145.804524,139.263
-36.393134,145.833635,149.745
-36.727038,145.959979,221.005
-37.150888,146.121486,324.677
-37.227958,146.151059,316.579
-37.318805,146.23906,525.657
-37.224946,146.220546,365.273
-37.045181,146.151476,396.688
-36.698525,146.019256,246.856
-36.557318,145.965745,172.3
-36.903946,146.097449,910.263
-37.109382,146.176103,387.909
-37.379089,146.280002,539.293
-37.469049,146.314794,800.701
-37.546168,146.34469,977.626
-37.379089,146.280002,539.293
-37.276308,146.240344,686.259
-37.121247,146.127761,374.031
-37.05703,146.10317,330.06
-37.146935,146.13761,335.388
-37.394946,146.215356,585.383
-37.625294,146.251232,698.76
-37.423677,146.15559,1098.607
-37.191362,146.013443,395.091
-37.061759,145.911186,328.743
-37.306025,146.004249,513.838
-37.408878,146.043623,580.58
-37.610615,146.13895,1149.643
-37.520625,146.104273,592.108
-37.327791,146.030261,722.601
-37.083545,145.937085,348.624
-36.971772,145.877065,470.677
-36.665939,145.691721,191.21
-36.923103,145.788346,521.471
-37.103151,145.856396,480.428
-37.630453,146.057749,827.481
-37.823373,146.132163,1029.252
-37.746206,146.102349,724.935
-37.540424,146.02316,616.958
-37.287131,145.908635,871.86
-37.011974,145.76909,306.885
-37.140619,145.817688,476.892
-37.50082,145.954763,788.128
-37.655198,146.013936,783.953
-37.873897,146.098204,563.004
-38.002658,146.147973,305.659
-38.015564,146.152953,301.13
-37.951083,146.128071,383.936
-37.809574,146.073365,903.387
-37.539415,145.969532,698.708
-37.436497,145.930184,1405.016
-37.320717,145.886053,901.224
-37.513685,145.959684,775.542
-38.106096,146.187799,70.429
-38.287604,146.257754,187.118
-38.391408,146.297944,198.045
-38.521272,146.348394,322.368
-38.443338,146.318095,196.925
-38.261655,146.247731,231.875
-38.170777,146.212757,69.127
-38.04141,146.162906,199.587
-38.11904,146.192784,87.538
-38.378427,146.292912,111.223
-38.495288,146.338285,305.201
-38.539176,146.391445,418.156
-38.396334,146.335835,257.797
-38.292544,146.295572,149.65
-38.098096,146.220499,150.429
-38.227715,146.270484,111.251
-38.292544,146.295572,149.65
-38.366351,146.342172,152.802
-38.236664,146.29188,307.314
-38.223701,146.286864,211.433
-38.288523,146.311968,88.301
-38.392304,146.352259,224.8
-38.279575,146.29055,138
-38.426326,146.32949,256.214
-38.478265,146.349684,431.613
-38.594332,146.340744,226.423
-38.571459,146.259646,374.457
-38.531387,146.190102,125.105
-38.618503,146.241785,169.477
-38.635517,146.230325,54.904
-38.557407,146.200143,197.37
-38.609475,146.220255,181.496
-38.778771,146.285902,0
-38.826834,146.322746,0
-38.722644,146.282187,0
-38.532435,146.244536,183.894
-38.455415,146.268758,257.059
-38.509151,146.397768,357.875
-38.32415,146.397685,105.474
-38.049236,146.362462,204.039
-37.753909,146.301089,864.314
-37.753909,146.301089,864.314
-37.831089,146.331094,1284.355
-37.891477,146.372412,814.214
-37.793468,146.369824,422
-37.656941,146.352235,742.595
-37.310889,146.271342,593.494
-37.21701,146.252803,646.893
-37.319784,146.292437,540.163
-37.652975,146.368447,1010.537
-38.028342,146.390056,298.141
-38.17465,146.429098,61.831
-38.303253,146.425446,103.864
-38.100989,146.38255,202.964
-37.877608,146.313591,1338.39
-37.745988,146.333561,597.24
-37.514539,146.243848,958.741
-37.488845,146.23391,815.594
-37.578813,146.268711,652.006
-37.715322,146.286112,583.084
-37.916227,146.328616,786.323
-37.971716,146.332383,259.286
-37.855834,146.28732,1371.242
-37.688655,146.222454,730.792
-37.649182,146.153838,887.056
-37.879704,146.189648,416.623
-37.982618,146.229603,402.458
-37.914286,146.22092,518.781
-37.794582,146.192298,990.023
-37.717441,146.162433,995.788
-37.524589,146.088056,759.463
-37.704584,146.157463,846.04
-37.884577,146.22722,502.773
-37.867726,146.238511,620.342
-37.700605,146.173715,850.13
-37.576959,146.161484,1057.64
-37.292183,146.175753,316.902
-37.007643,146.189903,410.345
-36.893106,146.198741,830.489
-36.757883,146.234685,634.303
-36.834852,146.264194,760.405
-37.104361,146.367951,588.792
-37.232746,146.417649,1028.639
-37.540979,146.537697,591.859
-37.682334,146.593083,682.68
-37.947657,146.661857,141.814
-37.831828,146.616221,575.638
-37.566672,146.54775,521.97
-37.071686,146.443358,1148.312
-36.816033,146.397263,376.796
-36.73513,146.383619,405.813
-36.863366,146.433079,495.877
-37.207986,146.46098,809.352
-37.374,146.472536,825.33
-37.57465,146.515385,1194.259
-37.681434,146.539423,954.771
-37.566672,146.54775,521.97
-37.323533,146.505927,1161.435
-37.178336,146.467106,1252.564
-37.011494,146.402464,953.705
-37.088492,146.432259,1351.95
-37.254452,146.443724,970.662
-37.479829,146.442935,666.814
-37.777577,146.434787,650.086
-37.880553,146.475014,597.77
-37.936032,146.478903,559.946
-37.768694,146.41353,615.018
-37.652975,146.368447,1010.537
-37.473006,146.298624,605.104
-37.460153,146.293651,689.955
-37.730119,146.398485,747.141
-37.858776,146.448692,586.582
-38.090858,146.539522,206.062
-38.1555,146.564886,25.936
-38.233139,146.595357,59.076
-38.064992,146.529335,277.834
-37.821111,146.487377,473.619
-37.782498,146.472283,966.229
-37.99251,146.536708,372.322
-38.220193,146.590269,63.404
-38.335894,146.581892,393.615
-38.413663,146.612502,619.945
-38.254143,146.56773,122.593
-38.09886,146.506892,251.869
-38.038226,146.465289,346.857
-38.171557,146.499525,32.56
-38.274247,146.485899,132.754
-38.364964,146.521421,490.971
-38.437851,146.514034,488.181
-38.449915,146.464768,396.995
-38.373006,146.488623,434.758
-38.172445,146.553609,31.913
-38.011232,146.633339,175.723
-37.943655,146.678125,123.56
-38.10152,146.668882,44.046
-38.314873,146.609554,224.463
-38.404734,146.590993,438.193
-38.28981,146.653563,185.514
-37.968606,146.920235,30.082
-37.830028,147.079147,67.854
-37.897668,147.034831,37.202
-38.108895,146.868783,18.69
-38.238857,146.687319,96.103
-38.271983,146.610632,180.069
-38.137923,146.808679,29.395
-38.050007,146.93482,24.206
-37.983643,147.087214,13.413
-38.219479,146.823157,209.057
-38.294675,146.691403,135.218
-38.335894,146.581892,393.615
-38.137089,146.754567,32.546
-38.074241,146.837083,25.589
-38.133894,146.824993,22.647
-38.343951,146.549121,376.471
-38.523415,146.22304,182.975
-38.593287,146.05171,45.004
-38.651273,145.929471,60.894
-38.490294,146.06624,157.119
-38.338509,146.223575,260.379
-38.275556,146.306942,96.665
-38.115794,146.49564,85.481
-38.057023,146.562007,236.637
-38.150584,146.527137,39.564
-38.45839,146.197943,154.296
-38.610295,146.040192,40.586
-38.45042,146.230836,243.478
-38.298225,146.387591,83.151
-38.247414,146.421616,68.971
-38.185388,146.558683,41.324
-38.309098,146.51749,197
-38.518095,146.419292,391.694
-38.552934,146.450987,221.993
-38.438736,146.568378,631.918
-38.354575,146.679127,375.316
-38.291423,146.76197,221.236
-38.41937,146.704751,235.413
-38.551468,146.630826,20.244
-38.585518,146.608177,17.495
-38.500402,146.664749,45.818
-38.339155,146.79889,251.775
-38.280064,146.865233,152.833
-38.326206,146.793746,312.49
-38.469575,146.616537,272.135
-38.591155,146.411738,113.282
-38.599249,146.378778,204.288
-38.548123,146.412981,351.885
-38.450823,146.519122,564.285
-38.375619,146.651471,337.7
-38.355384,146.733394,357.012
-38.393448,146.694494,437.625
-38.465534,146.632956,156.765
-38.665101,146.458748,10.939
-38.754489,146.385132,0
-38.670615,146.551406,14.216
-38.62852,146.60709,7.11
-38.578257,146.695566,16.64
-38.655339,146.671908,6.58
-38.706471,146.637898,2.488
-38.830071,146.541741,0
-38.752013,146.510998,0.865
-38.708871,146.512168,0
-38.700698,146.545168,0.959
-38.683616,146.556527,1.277
-38.568492,146.619504,16.036
-38.454205,146.736564,141.317
-38.399848,146.841032,157.574
-38.244849,147.120624,66.413
-38.173531,147.235561,3.962
-38.060419,147.458828,2.206
-38.005771,147.562043,8.041
-37.942383,147.643605,28.607
-37.963044,147.562448,24.61
-38.070433,147.193829,2.194
-38.119262,146.998359,7.884
-38.191998,146.704653,46.62
-38.195176,146.634227,56.812
-38.136273,146.700552,20.682
-37.976687,146.887705,28.994
-37.872646,147.07839,64.905
-37.830693,147.132975,140.299
-37.797488,147.208881,131.617
-38.059584,147.010272,17.502
-38.19441,146.867003,138.505
-38.232405,146.828299,141.551
-38.250156,146.871271,174.231
-38.292994,146.87039,169.908
-38.237987,146.920284,161.874
-38.153158,146.976079,17.843
-37.98431,147.141172,50.654
-37.984954,147.195133,39.991
-38.197342,147.08355,88.561
-38.409455,146.916906,102.673
-38.502776,146.827983,59.435
-38.587973,146.771656,13.58
-38.37613,146.993593,49
-38.257761,147.125833,53.941
-38.042355,147.361753,5.791
-37.890127,147.514679,68.649
-38.106208,147.33391,1
-38.178237,147.2734,3.804
-38.093322,147.328669,1
-38.042355,147.361753,5.791
-37.965099,147.330346,50.239
-37.943492,147.303674,51.876
-38.032399,147.232222,2.839
-38.045284,147.237437,2.974
-37.888576,147.352972,61.085
-37.79154,147.456556,23.98
-37.639446,147.608754,309.172
-37.567497,147.668474,298.251
-37.512515,147.717238,676.145
-37.69348,147.452351,268.835
-37.806851,147.284094,121.913
-38.076604,146.712761,48.448
-38.111786,146.511949,145.54
-37.934785,146.656778,238.307
-37.692017,146.952661,523.39
-37.65489,147.044662,636.65
-37.891429,146.889467,68.627
-38.084627,146.680155,46.739
-38.134541,146.592445,36.268
-38.239398,146.454347,77
-38.171557,146.499525,32.56
-37.915581,146.791958,90.865
-37.79814,146.923672,128.514
-37.529686,147.261324,186.128
-37.450284,147.407069,313.355
-37.323588,147.515563,1212.008
-37.387183,147.488113,709.011
-37.668407,147.10349,312.59
-38.038226,146.465289,346.857
-38.08708,146.323526,183.8
-38.102096,146.20415,110.958
-37.945944,146.322358,290.115
-37.7577,146.515945,891.991
-37.669473,146.588039,768.938
-37.481695,146.833639,1466.494
-37.372429,146.932186,1012.339
-37.288762,147.040626,374.063
-37.386662,147.044187,410.277
-37.684898,146.754096,489.063
-37.806093,146.606102,637.334
-37.939032,146.40877,487.857
-37.950916,146.359934,393.393
-37.594076,146.664999,566.985
-37.472874,146.812417,1099.925
-37.242186,147.057481,520.825
-37.154363,147.181617,1345.726
-37.041872,147.401571,1196.526
-37.181687,147.351801,1224.922
-37.473073,147.149706,399.876
-37.590674,147.019012,665.866
-37.774901,146.789693,502.281
-37.824695,146.702489,95.777
-37.698558,146.812868,658.763
-37.350106,147.189158,989.334
-37.245206,147.324257,875.125
-37.166252,147.522621,913.21
-37.429256,147.4341,638.39
-37.61133,147.329879,270.256
-37.93958,146.980134,47.329
-37.998429,146.914245,26.2
-37.655564,147.098343,366.43
-37.295916,147.291503,853.703
-37.228304,147.335163,667.993
-37.122271,147.363255,1123.578
-37.333211,147.200116,1149.8
-37.602083,146.916877,716.815
-37.394059,146.958492,630.158
-37.317776,146.981342,732.301
-37.089056,147.049596,1317.841
-37.178087,147.031982,714.338
-37.616614,146.744915,827.752
-37.397364,146.888913,514.657
-37.01285,147.072251,1443.042
-36.915733,147.121766,1341.05
-36.721521,147.220378,728.979
-36.742455,147.193572,455.594
-37.10526,146.985419,1173.609
-37.180055,146.856081,889.621
-37.01558,146.949923,1113.915
-36.834255,147.054232,567.773
-36.796492,147.092012,637.62
-37.00681,146.928833,889.835
-37.082266,146.85282,917.814
-37.136825,146.803735,906.122
-36.934686,146.935584,796.848
-36.530891,147.249817,785.784
-36.46346,147.293174,244.562
-36.860477,147.117409,1041.855
-37.087722,146.943179,879.681
-37.528133,146.532673,609.168
-37.842016,146.228523,907.706
-37.73214,146.274869,569.294
-37.377979,146.456396,776.01
-37.230566,146.540365,1321.36
-36.906873,146.766283,873.135
-36.738573,146.875935,298.261
-37.037492,146.694225,500.782
-37.418615,146.348347,1139.043
-37.548198,146.221383,1001.925
-37.739315,145.957278,477.656
-37.659155,145.997676,667.454
-37.562188,146.049267,678.976
-37.224946,146.220546,365.273
-36.984883,146.339437,828.506
-36.876191,146.438036,584.695
-36.767447,146.536326,937.552
-36.861163,146.555134,450.96
-37.152665,146.45714,1444.193
-37.355331,146.37687,572.993
-37.596617,146.311071,1028.971
-37.698504,146.297349,518.113
-37.597586,146.364658,944.85
-37.336373,146.510931,860.418
-37.176105,146.589724,1036.441
-36.890044,146.777273,776.412
-36.600538,147.032034,895.368
-36.787753,147.07097,716.266
-36.915112,147.06869,707.668
-37.16122,147.04295,802.817
-37.246238,147.0414,845.622
-37.10592,147.038641,1524.182
-37.092448,146.980343,1019.07
-37.451207,146.786133,955.671
-37.24416,146.881398,625.712
-37.070868,146.954155,939.383
-36.977832,146.987861,778.621
-36.787753,147.07097,716.266
-36.745311,147.071729,904.447
-37.023659,146.917862,1027.521
-37.284393,146.720442,1619.778
-37.301235,146.709376,1540.982
-37.221039,146.748568,902.69
-36.989257,146.886669,1083.472
-36.782401,146.980994,370.633
-36.710979,147.040584,801.317
-36.563429,147.122503,898.576
-36.707553,147.109451,886.297
-37.109306,146.96937,781.749
-37.265768,146.907628,415.733
-37.675213,146.679153,522.07
-37.60693,146.670053,747.606
-37.361376,146.750721,1637.71
-37.086293,146.836769,1056.352
-36.90433,146.888418,431.64
-36.550026,147.064663,242.603
-36.314134,147.216645,342.437
-36.470484,147.15588,462.926
-36.643598,147.084118,627.798
-37.141595,146.840914,878.394
-37.334918,146.687226,1114.747
-37.540089,146.484148,1247.078
-37.59853,146.418248,1071.283
-37.424466,146.439095,1065.677
-37.292973,146.458691,1348.494
-37.059757,146.491557,717.564
-36.920422,146.543009,481.309
-36.659468,146.687175,257.677
-36.57141,146.757902,404.271
-36.689085,146.68119,253.61
-36.841205,146.635181,638.804
-37.198195,146.38662,612.252
-37.247643,146.29989,722.851
-37.056974,146.332054,768.016
-36.9513,146.361642,927.801
-36.563303,146.509863,213.501
-36.382564,146.61459,450.172
-36.467398,146.612535,200.169
-36.817847,146.503226,563.627
-36.92352,146.473913,857.04
-36.978804,146.477753,763.313
-36.734693,146.611288,383.978
-36.65466,146.65027,409.294
-36.516207,146.75387,338.243
-36.824391,146.646191,450.227
-37.186286,146.434917,930.179
-37.324718,146.329672,581.912
-37.54728,146.167781,924.363
-37.428586,146.192913,798.549
-37.268395,146.272605,551.605
-36.772293,146.573282,727.103
-36.343993,146.878941,265.006
-36.31839,146.86895,266.308
-36.391159,146.914838,827.416
-36.496853,146.886246,520.669
-36.699431,146.80795,1089.116
-36.796351,146.758151,1071.253
-36.863641,146.714204,664.04
-36.666511,146.882715,268.277
-36.611993,146.931404,716.311
-36.511017,146.996792,551.626
-36.636884,146.888612,616.446
-36.888471,146.671179,659.934
-36.984541,146.567934,683.128
-37.134939,146.415015,1219.076
-37.084519,146.448332,1268.318
-36.961999,146.488824,702.27
-36.557829,146.700115,205.689
-36.444185,146.760776,785.205
-36.188398,146.992681,165.201
-36.458466,146.871233,400.848
-36.939407,146.409768,537.294
-37.044138,146.327105,990.179
-37.063899,146.246738,727.678
-36.853573,146.359098,524.345
-36.710415,146.426647,217.533
-36.42099,146.629478,271.115
-36.617637,146.460883,314.498
-36.696667,146.368817,464.207
-36.948252,145.973679,393.508
-36.909711,145.959034,588.472
-36.451836,145.995508,183.788
-36.316732,146.031387,153.569
-36.463558,145.947583,170.952
-36.52662,145.919122,166.053
-36.569035,145.917742,179.351
-36.381995,146.108532,243.48
-36.294268,146.179684,363.803
-36.202548,146.266563,144.928
-36.256803,146.21765,205.095
-36.528839,146.024816,172.267
-36.678447,145.871534,226.36
-37.053516,145.538183,591.816
-36.986514,145.583539,378.77
-36.734108,145.699741,539.66
-36.629786,145.783191,193.505
-36.449578,145.889899,155.384
-36.353019,145.94055,183.699
-36.231854,146.034005,193.645
-36.169826,146.114884,164.544
-36.574062,145.95461,182.943
-36.755528,145.900641,478.049
-36.692421,145.929356,435.916
-36.508174,146.051886,168.478
-36.661084,146.057578,202.523
-36.55661,146.140286,265.151
-36.452132,146.222584,304.317
-36.499472,146.258185,169.876
-36.717401,146.114029,261.977
-36.92755,146.000976,286.837
-36.784472,146.069447,403.159
-36.712423,146.077098,222.651
-36.342657,146.267885,150.635
-36.162935,146.425376,160.903
-36.09661,146.521673,184.227
-36.320758,146.468616,172.173
-36.595057,146.382235,177.841
-36.674983,146.342978,262.333
-36.729265,146.293789,368.916
-36.640475,146.312239,392.183
-36.39188,146.408798,151.958
-36.341523,146.44174,165.157
-36.396759,146.445566,162.324
-36.574316,146.409222,168.247
-36.667067,146.374938,328.816
-36.743051,146.351629,399.882
-36.587131,146.414152,173.558
-36.523986,146.442239,168.284
-36.448016,146.465324,159.473
-36.641429,146.365081,329.298
-36.569425,146.372385,173.807
-36.39188,146.408798,151.958
-36.327788,146.384166,158.307
-36.222171,146.413296,156.475
-36.514214,146.368602,163.039
-36.729265,146.293789,368.916
-36.771692,146.29255,426.944
-36.644426,146.296263,385.591
-36.589195,146.292587,206.14
-36.533979,146.288879,169.217
-36.676982,146.221234,432.316
-36.719405,146.219949,342.015
-36.635552,146.275376,272.422
-36.531918,146.410355,166.102
-36.566384,146.441127,188.439
-36.47452,146.527947,246.073
-36.381724,146.561906,309.345
-36.360935,146.588768,435.759
-36.416167,146.592687,313.83
-36.467398,146.612535,200.169
-36.395374,146.619551,429.907
-36.356943,146.604672,465.207
-36.251273,146.633551,309.991
-36.188012,146.66136,237.431
-36.256086,146.670277,505.945
-36.250442,146.580944,456.054
-36.217282,146.376605,146.873
-36.216341,146.324032,145.126
-36.290515,146.701057,342.59
-36.311021,146.953371,476.18
-36.362747,147.410775,609.08
-36.336693,147.347955,455.384
-36.32313,146.90572,271.853
-36.278208,146.01676,156.936
-36.233127,145.216084,105.6
-36.193691,145.027479,100.445
-36.163934,145.329718,104.812
-36.172057,145.64593,123.771
-36.168194,145.661884,119.92
-36.160413,145.519786,108.762
-36.158053,145.118778,103.683
-36.167879,145.018005,99.269
-36.203531,145.222556,106.762
-36.263409,145.558242,114.803
-36.255701,145.590196,124.601
-36.17578,145.455914,106.006
-36.035847,145.160729,102.832
-36.006961,145.045917,99.747
-35.987103,144.951841,108.643
-36.061653,145.170226,101.721
-36.08132,145.264372,102.144
-36.15246,145.377654,105.176
-36.209216,145.433548,105.148
-36.218259,145.454323,110.636
-36.157686,145.414386,109.251
-36.117621,145.347341,106.426
-36.210578,145.486279,108.103
-36.371321,145.807952,145.418
-36.461843,146.069157,163
-36.471803,146.142806,178.261
-36.366986,145.998168,189.73
-36.22866,145.701965,123.829
-36.117931,145.521345,109.275
-35.972828,145.18964,101.635
-36.069874,145.312281,105.92
-36.137134,145.441538,112.482
-36.224792,145.543812,110.974
-36.17329,145.524589,108
-36.103693,145.463882,109.623
-35.851321,145.110343,108.244
-35.809419,144.991058,106.516
-35.884728,145.087906,102.443
-35.947017,145.180147,99.71
-36.102312,145.411212,110.2
-36.214526,145.644432,121.339
-36.241524,145.706796,125.516
-36.150174,145.620344,114.964
-36.034039,145.40326,109.774
-35.962884,145.290119,107.318
-35.922703,145.223255,103.128
-36.014476,145.309172,105.633
-36.065038,145.449515,107.844
-35.915089,145.255145,105.343
-35.887786,145.19307,103.445
-35.911279,145.271088,106.13
-35.903653,145.302966,109.377
-35.885472,145.261581,105.415
-35.925637,145.328426,108.556
-35.999495,145.546737,113.863
-36.07024,145.833785,120.614
-36.081568,145.959714,137.494
-36.016102,145.882906,119.513
-35.908121,145.634176,114
-35.763988,145.18228,104.534
-35.77382,145.081983,100.697
-35.821701,145.116825,115.305
-35.874877,145.188327,110.875
-35.962884,145.290119,107.318
-36.059818,145.412821,108.303
-36.128284,145.594768,113.016
-36.159187,145.641112,119.28
-36.099854,145.47984,109.401
-36.016829,145.240571,103.82
-35.959923,145.184892,101.172
-36.168101,145.487854,108.16
-36.319908,145.788557,141.874
-36.425462,146.160016,166.991
-36.346325,146.025197,147.806
-36.220916,145.733879,126.721
-36.143399,145.356897,104.312
-36.137134,145.441538,112.482
-36.113796,145.363312,106.691
-36.068423,145.259609,108.194
-36.088017,145.353758,106.008
-36.138499,145.494225,112.018
-36.179685,145.788002,147.396
-36.20389,145.918959,129.827
-36.236868,146.070734,200.255
-36.1462,145.810202,128.95
-36.09217,145.511748,114.887
-36.086971,145.475047,106.792
-36.114084,145.537299,115.234
-36.191316,145.740166,126.644
-36.254132,145.885706,132.332
-36.31993,146.189478,387.76
-36.343625,146.32053,147.738
-36.285366,146.158865,358.845
-36.225694,145.944612,147.504
-36.113257,145.189237,101.83
-36.07751,144.98489,96.884
-36.04846,144.870024,102
-36.075916,144.93217,103.444
-36.093535,145.095053,98.809
-36.083654,145.195709,106.782
-36.082768,145.317051,105.269
-36.103693,145.463882,109.623
-36.148581,145.915468,128.503
-36.159804,146.041487,144.349
-36.160903,146.094096,168.833
-36.131829,145.926536,133.956
-36.133339,145.805363,121.976
-36.126763,145.889843,147.574
-36.27208,146.606733,499.957
-36.302259,146.932486,341.054
-36.349475,147.35302,341.539
-36.358647,147.426645,410.066
-36.374524,147.310459,350.626
-36.360643,147.200026,425.857
-36.361529,146.920724,355.271
-36.334485,146.805393,439.992
-36.259265,146.60178,433.28
-36.24645,146.596829,441.04
-36.275224,146.817227,560.14
-36.317017,147.095456,330.726
-36.30698,146.969253,415.074
-36.273698,146.711976,434.973
-36.232786,146.539285,399.717
-36.214227,146.445066,228.676
-36.209638,146.687151,299.93
-36.23278,146.818155,519.083
-36.239603,147.012711,174.294
-36.225109,146.1185,203.959
-36.220916,145.733879,126.721
-36.20055,145.117022,103.34
-36.227844,145.17931,103.234
-36.247855,145.447932,106.756
-36.274989,145.684525,126.399
-36.282465,146.22745,256.689
-36.298182,146.390224,156.053
-36.294268,146.179684,363.803
-36.214061,145.296081,106.639
-36.199675,144.942653,98.461
-36.207987,144.666544,103.086
-36.22435,144.777364,107.05
-36.353341,145.417528,111.866
-36.391939,145.780845,142.752
-36.446604,146.639411,229.46
-36.448956,146.797591,804.232
-36.403357,146.587728,316.882
-36.350236,146.009246,174.856
-36.316077,145.455937,111.655
-36.281732,145.129528,105.886
-36.306654,145.260715,107.013
-36.347035,145.676728,197.652
-36.365863,145.945419,194.425
-36.338708,146.283797,149.255
-36.280988,145.948124,135.378
-36.247985,145.622141,122.664
-36.242175,144.94081,104.379
-36.253938,144.770706,106.89
-36.326494,145.058891,108.546
-36.342908,145.343897,110.478
-36.396759,146.445566,162.324
-36.400988,146.709034,653.071
-36.422782,147.067101,251.514
-36.428846,146.877138,457.909
-36.481021,146.670245,354.302
-36.461756,146.802583,780.589
-36.433581,146.913954,492.406
-36.375666,147.031109,249.809
-36.56554,146.948171,399.01
-36.616026,146.915467,456.169
-36.413391,146.993464,580.095
-36.328532,146.995155,263.98
-36.4053,147.025258,293.997
-36.473303,147.034477,243.178
-36.435572,147.072131,283.158
-36.364123,147.131459,406.172
-36.364714,147.184145,690.872
-36.605847,147.121778,428.365
-36.727823,147.029688,372.871
-36.997317,146.854613,692.91
-37.106399,146.756489,866.749
-37.253095,146.619805,1229.656
-37.224255,146.679172,1532.401
-37.039789,146.853717,826.915
-36.921877,146.93053,809.597
-36.564596,147.228116,858.317
-36.223973,147.565466,625.695
-36.165009,147.629355,478.699
-36.232627,147.586397,544.948
-36.418421,147.467927,757.973
-36.527856,147.371296,264.38
-36.733735,147.172533,340.959
-36.804604,147.060069,489.081
-37.039047,146.800551,720.887
-37.080756,146.746424,677.348
-37.004613,146.769412,566.312
-36.755403,146.864994,313
-36.628823,146.920496,704.939
-36.321074,147.079578,324.486
-36.203658,147.208046,201.09
-36.382143,147.226002,366.661
-36.475134,147.19273,722.594
-36.804604,147.060069,489.081
-36.665722,147.163068,372.629
-36.443505,147.425365,396.722
-36.402394,147.584143,598.889
-36.537464,147.497864,359.254
-36.621847,147.443953,502.466
-36.748171,147.336466,1668.085
-36.802878,147.288,1483.096
-36.739476,147.315408,1912.705
-36.562077,147.402446,497.941
-36.469053,147.435531,446.446
-36.333998,147.521838,851.824
-36.524241,147.439982,379.944
-36.613174,147.422919,430.227
-36.897015,147.360928,1488.048
-36.901617,147.398037,1158.15
-36.83816,147.425369,857.999
-36.62314,147.602524,650.18
-36.551444,147.661376,503.868
-36.500398,147.640891,862.691
-36.685724,147.469614,558.33
-36.795215,147.372904,1296.913
-37.087722,146.943179,879.681
-37.237881,146.737518,971.249
-37.232263,146.646983,1011.664
-37.020663,146.705253,503.262
-36.632855,146.904555,630.528
-36.519762,147.017733,468.742
-36.431517,147.088029,358.123
-36.491393,147.129115,681.371
-36.76216,147.060834,817.172
-36.867959,147.0324,976.784
-37.239401,146.84416,905.107
-37.416723,146.754811,1398.975
-37.446408,146.748788,1302.649
-37.150385,146.862034,605.105
-36.98996,146.939799,799.245
-36.754049,147.092757,869.22
-36.665722,147.163068,372.629
-36.590704,147.291113,719.842
-36.743562,147.299463,1579.884
-36.942497,147.238144,1643.696
-37.069357,147.18298,1194.316
-36.946575,147.222148,1541.393
-36.713908,147.305187,1330.852
-36.697038,147.316015,1135.558
-36.739476,147.315408,1912.705
-36.786006,147.298846,1370.722
-36.88316,147.249674,1654.609
-36.925622,147.249025,1713.27
-36.977355,147.322649,1419.027
-37.024463,147.359233,1246.123
-37.13196,147.491019,1079.547
-37.140648,147.51224,1014.255
-37.111374,147.571169,691.107
-37.111374,147.571169,691.107
-37.005319,147.598838,667.044
-36.882387,147.637196,530.856
-36.993331,147.700044,808.65
-37.172433,147.773327,443.136
-37.236431,147.799604,695.44
-37.402972,147.868189,269.383
-37.449982,147.905462,410.468
-37.377634,147.911202,435.319
-37.216016,147.933425,1224.643
-36.948097,147.92945,996.02
-36.875879,147.935149,1142.714
-37.016479,147.993148,1540.194
-37.097368,148.008841,1533.209
-36.995073,147.966556,1247.463
-36.815827,147.839691,821.748
-36.904909,147.823127,1051.492
-37.16451,147.858854,706.777
-37.296653,147.895553,508.285
-37.23265,147.869149,1079.35
-37.104681,147.816501,513.405
-36.98092,147.748063,736.247
-36.954968,147.684397,688.532
-37.210448,147.735652,362.151
-37.321144,147.745505,343.229
-37.104315,147.763142,785.108
-36.853454,147.749019,842.474
-36.602862,147.735032,1084.672
-36.518012,147.735845,742.688
-36.683952,147.803382,865.611
-36.824455,147.860915,851.769
-36.875566,147.881896,890.417
-36.888347,147.887148,964.885
-36.675952,147.888297,1130.149
-36.612122,147.862115,1044.173
-36.871718,147.951148,1198.764
-36.973962,147.993328,1363.986
-37.165482,148.019265,1208.609
-37.203863,148.03518,1005.717
-37.016479,147.993148,1540.194
-36.952559,147.966752,1215.838
-36.82477,147.914122,1185.693
-36.760897,147.887876,1043.174
-36.926997,147.95621,1125.911
-37.042051,148.003721,1130.706
-37.208329,148.072656,897.555
-37.042051,148.003721,1130.706
-36.863101,147.929889,1170.758
-36.786444,147.898373,869.223
-36.684267,147.856424,1214.452
-36.935314,147.924183,997.834
-37.178011,147.971082,1153.639
-37.284497,147.997376,943.584
-37.301457,147.986589,654.949
-37.160677,147.928351,1323.907
-37.05834,147.88616,885.117
-36.917689,147.828367,1153.474
-36.879346,147.812652,845.157
-36.951664,147.806886,770.834
-37.138922,147.848324,548.012
-37.326051,147.836478,265.48
-37.407041,147.85206,285.651
-37.313246,147.831204,419.923
-36.955717,147.790847,719.366
-36.353041,147.827544,554.321
-36.068509,147.835812,439.031
-36.055737,147.830681,564.184
