y,x,z
-35.851509,142.449841,83.964
-35.769116,142.439511,90.561
-35.834928,142.46191,83.379
-36.115105,142.468837,99.502
-36.606472,142.404989,142.012
-36.887224,142.336214,185.387
-37.237596,142.271649,458.148
-37.155216,142.262478,214.747
-36.858275,142.272676,151.719
-36.192354,142.299438,112.347
-36.067078,142.292392,110.131
-35.81296,142.294938,82.619
-35.905174,142.326216,87.573
-36.736549,142.25059,130.151
-37.156898,142.118298,234.932
-37.216521,142.101677,190
-37.110447,142.139213,232.925
-36.985083,142.134164,168.61
-36.477687,142.075008,130.312
-36.147931,142.034746,108.147
-35.734988,141.98435,63.44
-35.569586,141.964298,72.309
-36.24735,141.960491,85.821
-36.379583,141.933322,101.008
-36.541565,141.898106,139.512
-36.488844,141.880089,143.584
-36.17828,141.882833,96.2
-35.625842,141.893759,96.415
-35.155552,141.914477,73.115
-35.042288,141.910652,68.694
-35.241864,141.97898,68.188
-35.364409,142.002336,70.516
-35.503412,142.013472,74.642
-35.883706,142.016805,79.448
-36.06541,142.02466,85.422
-35.986211,141.99772,86.027
-35.347874,142.014598,80.653
-35.099182,141.983753,91.026
-35.01588,141.972533,64.02
-35.002533,141.967895,64.059
-35.255187,142.054439,79.173
-35.566208,142.052345,71.302
-35.400841,142.032421,62.305
-35.205489,142.09075,68.684
-35.380774,142.131689,73.141
-35.479999,142.129604,73.893
-35.215387,142.111668,65.932
-34.996109,142.071772,55.122
-35.009428,142.07637,57.726
-35.271642,142.112833,74.755
-35.344455,142.101885,77
-35.374248,142.094193,84.256
-35.192254,142.086334,64.848
-35.062683,142.094769,64.033
-35.261751,142.091898,65.109
-35.463428,142.141722,76.819
-35.165683,142.147887,65.715
-34.949448,142.161098,53.656
-35.195336,142.2106,60.171
-35.357284,142.247315,87.214
-35.730478,142.28474,79.688
-35.934924,142.318567,90.719
-35.878834,142.317274,86.892
-35.756417,142.364373,80.597
-35.627619,142.373805,84.7
-35.353336,142.404557,87.463
-35.257578,142.389852,56.574
-35.101969,142.389539,57.988
-35.168253,142.41249,55.342
-35.478416,142.482119,72.146
-35.56428,142.475981,88.322
-35.59744,142.45193,83.954
-35.415899,142.443319,83
-35.267402,142.410754,51.962
-35.46224,142.423753,91.857
-35.795444,142.448468,86.505
-35.930444,142.476754,87.417
-35.758862,142.489119,86.344
-35.633547,142.481853,79.457
-35.429085,142.447782,89.467
-35.349953,142.421022,84.569
-35.241004,142.401852,71.805
-35.320185,142.428569,73.026
-35.706679,142.400605,78.313
-36.085986,142.405546,96.192
-35.99048,142.390742,95.405
-35.534948,142.413091,93.563
-35.366529,142.409013,83.314
-34.909223,142.35773,63.086
-35.055394,142.408448,52.71
-35.214303,142.463154,60.602
-35.837806,142.516028,89.368
-36.615307,142.49741,140.535
-36.723693,142.51548,145.529
-36.285838,142.527399,112.006
-35.752019,142.52217,104.884
-35.514541,142.512009,77.993
-35.59356,142.538873,73.984
-36.307844,142.624012,115.185
-36.969246,142.615337,203.363
-37.127594,142.596358,204.5
-37.444578,142.558124,282.637
-37.127594,142.596358,204.5
-36.564668,142.605747,137.021
-36.176644,142.578837,106
-36.084728,142.547282,100.674
-36.255379,142.605928,110.315
-36.846775,142.664133,164.835
-36.971739,142.670109,190.056
-37.175345,142.702562,230.157
-37.092047,142.764552,265.275
-36.960002,142.791925,198.933
-36.49547,142.867161,127.579
-36.15334,142.890395,112.055
-36.727179,142.96402,186.506
-37.209607,143.002398,369.949
-37.209607,143.002398,369.949
-36.608478,142.995229,152
-36.509977,142.996889,145.027
-36.444652,142.974046,119.704
-36.496915,142.992318,138.217
-36.651208,142.991859,160.45
-36.851896,142.970512,248.018
-37.551536,142.847988,282.64
-37.948738,142.7651,175.053
-37.614761,142.815108,275.822
-36.703226,142.812958,151.327
-36.595053,142.79448,131.616
-36.893449,142.841244,204.588
-37.057554,142.860818,242.28
-37.486076,142.82573,247.782
-37.59443,142.844463,272
-37.482467,142.842605,255.255
-37.061125,142.84405,230.434
-36.91961,142.850079,247.741
-36.68308,142.841928,155.876
-37.432374,142.879838,252.394
-37.844636,142.857147,206.252
-37.887565,142.853613,192
-37.769699,142.81337,237.535
-37.323013,142.734334,276.814
-37.194407,142.745054,239.441
-36.853827,142.630607,170.432
-37.028745,142.599273,185
-37.203799,142.567769,321.318
-37.59605,142.572762,262.067
-38.009178,142.547747,125.559
-38.031873,142.573522,130.269
-37.985117,142.594686,127.623
-37.639,142.56905,290.744
-37.500629,142.558821,267.518
-37.16903,142.46585,603.058
-37.531613,142.478465,252.296
-37.627087,142.492309,252.255
-37.788209,142.528286,267.548
-37.71898,142.523195,294.059
-37.633051,142.530683,262.222
-37.580549,142.513043,247.208
-37.636634,142.513702,264.198
-37.823983,142.558585,239.175
-37.895487,142.619251,155.941
-37.693797,142.642095,261.655
-37.446972,142.613295,284.753
-37.526869,142.567641,246.855
-37.691481,142.586739,344.466
-38.212535,142.651591,96.729
-38.5325,142.739371,52.736
-38.235755,142.806086,114.566
-37.71368,142.812463,233.885
-37.592183,142.789293,265.184
-37.691109,142.78661,216.759
-38.065387,142.877243,140.678
-38.191007,142.882739,136.406
-38.375139,142.944363,123.64
-38.088378,143.031103,144.929
-37.964989,143.080611,172.728
-37.571821,143.144588,285.084
-37.515926,143.143413,309.888
-37.702417,143.189672,251.453
-38.218018,143.275711,136.487
-38.326834,143.294158,161.429
-38.081335,143.320474,128.507
-37.695373,143.350211,279.449
-37.620801,143.3062,321.095
-38.030841,143.357893,126.046
-38.16566,143.385383,113
-38.349348,143.447739,140.613
-38.072151,143.553162,127.832
-37.9731,143.555473,155.667
-37.824243,143.593515,227.404
-37.939606,143.579862,158.811
-38.388652,143.588634,219.976
-38.504974,143.573809,182.409
-38.420462,143.635973,224.447
-37.874552,143.683191,194.582
-37.389279,143.656729,538.904
-37.28148,143.637008,445.877
-37.19037,143.605322,332.545
-37.099257,143.573716,254.659
-37.829868,143.631489,221.945
-38.171263,143.677618,113.731
-38.117002,143.731312,118.173
-37.675611,143.757053,470.454
-37.521362,143.756623,423.649
-37.33749,143.763611,374.692
-37.643976,143.710049,433.554
-38.414894,143.597624,267.941
-38.55193,143.553378,151.672
-38.698533,143.530387,331.661
-38.518105,143.578309,85.021
-37.88377,143.578333,174.376
-37.703278,143.569209,363.922
-37.375897,143.526945,398.412
-37.478085,143.508738,373.506
-38.070248,143.498211,127.346
-38.139497,143.503611,119.667
-37.87986,143.468824,204.44
-37.695618,143.476684,310.794
-37.109611,143.399031,315.418
-36.815737,143.333442,285.486
-36.869255,143.280424,440.958
-37.348905,143.266206,435.036
-37.490337,143.260998,312.305
-37.652231,143.22664,293.303
-37.187224,143.300302,346.009
-36.885897,143.26827,412.764
-36.980769,143.282974,303.646
-37.118395,143.294515,424.744
-37.469966,143.290035,341.998
-37.003223,143.308594,330.204
-36.553846,143.314686,175.385
-36.468531,143.320057,159.339
-36.4164,143.301656,146.943
-36.945265,143.252888,392.909
-37.60573,143.246728,308.188
-37.721175,143.232408,256.065
-37.840359,143.201156,231.57
-37.26699,143.255939,807.105
-36.928617,143.265058,424.533
-36.019105,143.321089,103.074
-35.658116,143.300475,85.57
-35.73659,143.327855,88.612
-35.870812,143.357216,96.323
-36.367622,143.461452,161.404
-36.760814,143.456996,197.009
-36.662491,143.458652,203.362
-36.159114,143.387958,116.068
-35.917068,143.338204,97.333
-36.409264,143.334604,175.006
-36.704311,143.330818,221.842
-36.547971,143.277066,206.941
-35.894847,143.048335,95.001
-35.50833,142.879636,56.56
-36.088601,143.062723,104.086
-36.310797,143.140369,186.216
-36.7591,143.20699,238.213
-36.883661,143.21389,326.293
-36.755514,143.223604,330.483
-35.933188,143.13226,93.713
-35.798789,143.103149,85.195
-35.677397,143.078655,78.462
-35.746398,143.084967,84.626
-36.048379,143.119431,102.055
-36.215821,143.124843,110.212
-36.14342,143.134933,115.176
-36.0353,143.11487,101.056
-35.76648,143.056701,87.563
-36.707007,142.99291,210.121
-36.885165,142.945977,237.315
-37.178869,142.883941,253.082
-37.059907,142.915534,246.828
-36.849512,142.915991,208.901
-35.745344,142.890754,83.453
-35.587122,142.90672,63.089
-35.291149,142.840347,49.919
-35.56777,142.864872,63.05
-36.57527,143.019629,162.567
-37.083472,143.067227,252.533
-36.945678,143.056125,220.615
