UNIX TIME,TIME,LAT,LONG,ALT,DIST,HR,CAD,TEMP,POWER
1179813601,2007-05-22T06:00:01Z,-36.805495,144.393413,191.642,29291.87,0,0,No Data,No Data
1179813601,2007-05-22T06:00:01Z,-36.694336,144.411245,195.709,29304.35,0,0,No Data,No Data
1179813601,2007-05-22T06:00:01Z,-36.784303,143.972185,162.0,29344.78,0,0,No Data,No Data
1179813601,2007-05-22T06:00:01Z,-36.932334,144.089400,276.119,29364.29,0,0,No Data,No Data
1179813601,2007-05-22T06:00:01Z,-36.953270,143.858804,179.359,29384.94,0,0,No Data,No Data
1179813601,2007-05-22T06:00:01Z,-36.836181,143.821766,198.492,29398.39,0,0,No Data,No Data
1179813601,2007-05-22T06:00:01Z,-37.163644,143.708991,247.652,29436.2,0,0,No Data,No Data
1179813601,2007-05-22T06:00:01Z,-37.291005,144.058445,437.508,29470.27,0,0,No Data,No Data
1179813601,2007-05-22T06:00:01Z,-37.215531,143.985519,312.63,29480.87,0,0,No Data,No Data
1179813601,2007-05-22T06:00:01Z,-37.240693,144.009812,409.806,29484.4,0,0,No Data,No Data
1179813601,2007-05-22T06:00:01Z,-37.377962,144.243738,729.816,29510.14,0,0,No Data,No Data
1179813601,2007-05-22T06:00:01Z,-37.235900,144.181524,399.608,29526.89,0,0,No Data,No Data
1179813601,2007-05-22T06:00:01Z,-37.077344,144.179111,326.903,29544.54,0,0,No Data,No Data
1179813601,2007-05-22T06:00:01Z,-37.077344,144.179111,326.903,29544.54,0,0,No Data,No Data
1179813601,2007-05-22T06:00:01Z,-36.981424,143.910882,192.82,29570.66,0,0,No Data,No Data
1179813601,2007-05-22T06:00:01Z,-36.806534,143.968483,165.841,29590.79,0,0,No Data,No Data
1179813601,2007-05-22T06:00:01Z,-36.698331,144.014769,169.278,29603.52,0,0,No Data,No Data
1179813601,2007-05-22T06:00:01Z,-36.484799,144.134395,121.274,29629.59,0,0,No Data,No Data
1179813601,2007-05-22T06:00:01Z,-36.712933,144.153810,213.289,29655.05,0,0,No Data,No Data
1179813601,2007-05-22T06:00:01Z,-36.449034,144.224683,112.56,29685.11,0,0,No Data,No Data
1179813601,2007-05-22T06:00:01Z,-36.367737,144.096782,112.04,29699.71,0,0,No Data,No Data
1179813601,2007-05-22T06:00:01Z,-35.483967,147.812501,436.353,30048.81,0,0,No Data,No Data
1179813601,2007-05-22T06:00:01Z,-35.526145,148.084577,873.649,30073.91,0,0,No Data,No Data
1179813601,2007-05-22T06:00:01Z,-35.528679,147.807409,424.026,30099.02,0,0,No Data,No Data
1179813601,2007-05-22T06:00:01Z,-35.533521,147.281057,300.642,30146.71,0,0,No Data,No Data
1179813601,2007-05-22T06:00:01Z,-35.451631,146.295254,127.292,30236.53,0,0,No Data,No Data
1179813601,2007-05-22T06:00:01Z,-35.404530,145.775682,110.284,30283.95,0,0,No Data,No Data
1179813601,2007-05-22T06:00:01Z,-35.399437,145.721008,108.21,30288.94,0,0,No Data,No Data
1179813601,2007-05-22T06:00:01Z,-35.454013,146.322605,128.287,30343.85,0,0,No Data,No Data
1179813601,2007-05-22T06:00:01Z,-35.495846,146.815250,233.237,30388.76,0,0,No Data,No Data
1179813601,2007-05-22T06:00:01Z,-35.513798,147.034393,239.319,30408.72,0,0,No Data,No Data
1179813601,2007-05-22T06:00:01Z,-35.500292,147.146721,315.646,30419.01,0,0,No Data,No Data
1179813601,2007-05-22T06:00:01Z,-35.489246,147.009744,226.799,30431.49,0,0,No Data,No Data
1179813601,2007-05-22T06:00:01Z,-35.382229,145.778754,109.157,30543.78,0,0,No Data,No Data
1179813601,2007-05-22T06:00:01Z,-35.351295,145.450855,106.012,30573.75,0,0,No Data,No Data
1179813601,2007-05-22T06:00:01Z,-35.289482,144.822810,87.627,30631.21,0,0,No Data,No Data
1179813601,2007-05-22T06:00:01Z,-35.390643,145.389873,102.31,30683.92,0,0,No Data,No Data
1179813601,2007-05-22T06:00:01Z,-35.429367,145.799954,113.256,30721.38,0,0,No Data,No Data
1179813601,2007-05-22T06:00:01Z,-35.437857,145.410867,102.052,30756.69,0,0,No Data,No Data
1179813601,2007-05-22T06:00:01Z,-35.475497,145.100376,92.703,30785.16,0,0,No Data,No Data
1179813601,2007-05-22T06:00:01Z,-35.426003,145.523401,105.441,30823.92,0,0,No Data,No Data
1179813601,2007-05-22T06:00:01Z,-35.377138,145.724094,108.483,30842.93,0,0,No Data,No Data
1179813601,2007-05-22T06:00:01Z,-35.356513,145.505494,108.667,30862.91,0,0,No Data,No Data
1179813601,2007-05-22T06:00:01Z,-35.269982,144.853446,86.153,30922.92,0,0,No Data,No Data
1179813601,2007-05-22T06:00:01Z,-35.083632,144.160338,73.641,30989.32,0,0,No Data,No Data
1179813601,2007-05-22T06:00:01Z,-34.924631,143.352191,63.443,31065.11,0,0,No Data,No Data
1179813601,2007-05-22T06:00:01Z,-34.986627,143.897861,66.434,31115.38,0,0,No Data,No Data
1179813601,2007-05-22T06:00:01Z,-35.238332,145.217904,96.514,31238.82,0,0,No Data,No Data
1179813601,2007-05-22T06:00:01Z,-35.310232,145.733345,109.151,31286.35,0,0,No Data,No Data
1179813601,2007-05-22T06:00:01Z,-35.315324,145.787961,111.488,31291.34,0,0,No Data,No Data
1179813601,2007-05-22T06:00:01Z,-35.281786,145.433022,100.611,31323.81,0,0,No Data,No Data
1179813601,2007-05-22T06:00:01Z,-35.249898,145.105549,90.742,31353.79,0,0,No Data,No Data
1179813601,2007-05-22T06:00:01Z,-35.286681,144.795481,88.578,31382.27,0,0,No Data,No Data
1179813601,2007-05-22T06:00:01Z,-35.305951,144.986610,87.21,31399.77,0,0,No Data,No Data
1179813601,2007-05-22T06:00:01Z,-35.305215,145.208252,93.296,31419.91,0,0,No Data,No Data
1179813601,2007-05-22T06:00:01Z,-35.250292,144.662201,83.0,31469.91,0,0,No Data,No Data
1179813601,2007-05-22T06:00:01Z,-35.114618,143.822281,70.0,31547.81,0,0,No Data,No Data
1179813601,2007-05-22T06:00:01Z,-35.023067,143.614467,67.508,31569.31,0,0,No Data,No Data
1179813601,2007-05-22T06:00:01Z,-34.980766,144.259250,75.064,31628.3,0,0,No Data,No Data
1179813601,2007-05-22T06:00:01Z,-35.014993,145.249751,99.701,31718.71,0,0,No Data,No Data
1179813601,2007-05-22T06:00:01Z,-34.979511,145.585690,112.272,31749.6,0,0,No Data,No Data
1179813601,2007-05-22T06:00:01Z,-34.984587,145.171284,98.716,31787.4,0,0,No Data,No Data
1179813601,2007-05-22T06:00:01Z,-34.956534,144.456805,78.018,31852.66,0,0,No Data,No Data
1179813601,2007-05-22T06:00:01Z,-34.930155,144.211548,75.045,31875.23,0,0,No Data,No Data
1179813601,2007-05-22T06:00:01Z,-34.944873,144.347803,75.77,31887.77,0,0,No Data,No Data
1179813601,2007-05-22T06:00:01Z,-34.934850,144.681413,82.875,31918.24,0,0,No Data,No Data
1179813601,2007-05-22T06:00:01Z,-34.986184,145.419325,101.753,31985.81,0,0,No Data,No Data
1179813601,2007-05-22T06:00:01Z,-34.987276,145.667324,110.593,32008.43,0,0,No Data,No Data
1179813601,2007-05-22T06:00:01Z,-34.976911,145.558483,112.624,32018.42,0,0,No Data,No Data
1179813601,2007-05-22T06:00:01Z,-34.962865,144.953635,87.444,32073.62,0,0,No Data,No Data
1179813601,2007-05-22T06:00:01Z,-34.891347,144.272843,75.726,32136.27,0,0,No Data,No Data
1179813601,2007-05-22T06:00:01Z,-34.845207,144.058384,69.327,32156.52,0,0,No Data,No Data
1179813601,2007-05-22T06:00:01Z,-34.871932,144.303467,73.394,32179.11,0,0,No Data,No Data
1179813601,2007-05-22T06:00:01Z,-34.945976,145.011259,91.744,32244.25,0,0,No Data,No Data
1179813601,2007-05-22T06:00:01Z,-35.001881,145.582607,109.228,32296.74,0,0,No Data,No Data
1179813601,2007-05-22T06:00:01Z,-34.945976,145.011259,91.744,32349.23,0,0,No Data,No Data
1179813601,2007-05-22T06:00:01Z,-34.890133,144.688006,82.427,32379.39,0,0,No Data,No Data
1179813601,2007-05-22T06:00:01Z,-34.572741,143.658099,64.48,32480.03,0,0,No Data,No Data
1179813601,2007-05-22T06:00:01Z,-34.518956,143.389944,63.983,32505.34,0,0,No Data,No Data
1179813601,2007-05-22T06:00:01Z,-34.541040,143.580159,62.841,32522.96,0,0,No Data,No Data
1179813601,2007-05-22T06:00:01Z,-34.672139,144.775194,89.467,32633.43,0,0,No Data,No Data
1179813601,2007-05-22T06:00:01Z,-34.792683,145.528838,109.787,32703.68,0,0,No Data,No Data
1179813601,2007-05-22T06:00:01Z,-34.739149,144.985857,93.95,32753.69,0,0,No Data,No Data
1179813601,2007-05-22T06:00:01Z,-34.631848,143.980625,72.369,32846.49,0,0,No Data,No Data
1179813601,2007-05-22T06:00:01Z,-34.573281,143.464391,65.892,32894.24,0,0,No Data,No Data
1179813601,2007-05-22T06:00:01Z,-34.560474,143.355494,62.977,32904.32,0,0,No Data,No Data
1179813601,2007-05-22T06:00:01Z,-34.655836,144.198012,75.381,32982.25,0,0,No Data,No Data
1179813601,2007-05-22T06:00:01Z,-34.728139,144.877303,90.642,33044.95,0,0,No Data,No Data
1179813601,2007-05-22T06:00:01Z,-34.803089,145.637472,112.957,33114.97,0,0,No Data,No Data
1179813601,2007-05-22T06:00:01Z,-34.823839,146.102256,126.785,33157.52,0,0,No Data,No Data
1179813601,2007-05-22T06:00:01Z,-34.806292,145.912113,118.791,33175.01,0,0,No Data,No Data
1179813601,2007-05-22T06:00:01Z,-34.733098,145.151894,98.709,33245.01,0,0,No Data,No Data
1179813601,2007-05-22T06:00:01Z,-34.705759,144.880542,91.115,33270.03,0,0,No Data,No Data
1179813601,2007-05-22T06:00:01Z,-34.727680,145.097615,97.675,33290.04,0,0,No Data,No Data
1179813601,2007-05-22T06:00:01Z,-34.743669,145.728089,113.597,33347.75,0,0,No Data,No Data
1179813601,2007-05-22T06:00:01Z,-34.744159,146.222639,131.008,33392.99,0,0,No Data,No Data
1179813601,2007-05-22T06:00:01Z,-34.738480,146.415522,140.934,33410.65,0,0,No Data,No Data
1179813601,2007-05-22T06:00:01Z,-34.676493,145.737210,116.719,33473.11,0,0,No Data,No Data
1179813601,2007-05-22T06:00:01Z,-34.526423,144.686278,85.69,33570.85,0,0,No Data,No Data
1179813601,2007-05-22T06:00:01Z,-34.421437,144.343772,76.932,33604.39,0,0,No Data,No Data
1179813601,2007-05-22T06:00:01Z,-34.543112,145.068901,96.935,33672.3,0,0,No Data,No Data
1179813601,2007-05-22T06:00:01Z,-34.825735,146.376824,138.0,33796.1,0,0,No Data,No Data
1179813601,2007-05-22T06:00:01Z,-34.878440,146.727309,156.733,33828.65,0,0,No Data,No Data
1179813601,2007-05-22T06:00:01Z,-34.857559,146.482631,172.387,33851.12,0,0,No Data,No Data
1179813601,2007-05-22T06:00:01Z,-34.796133,145.803473,117.0,33913.56,0,0,No Data,No Data
1179813601,2007-05-22T06:00:01Z,-34.749194,145.314753,102.371,33958.56,0,0,No Data,No Data
1179813601,2007-05-22T06:00:01Z,-34.666441,144.720875,85.27,34013.69,0,0,No Data,No Data
1179813601,2007-05-22T06:00:01Z,-34.646310,144.530751,85.033,34031.24,0,0,No Data,No Data
1179813601,2007-05-22T06:00:01Z,-34.634668,144.422106,81.022,34041.28,0,0,No Data,No Data
1179813601,2007-05-22T06:00:01Z,-34.654975,144.612232,83.369,34058.84,0,0,No Data,No Data
1179813601,2007-05-22T06:00:01Z,-34.729469,145.345030,102.713,34126.43,0,0,No Data,No Data
1179813601,2007-05-22T06:00:01Z,-34.969551,146.468267,165.226,34232.48,0,0,No Data,No Data
1179813601,2007-05-22T06:00:01Z,-34.992756,146.740454,161.24,34257.44,0,0,No Data,No Data
1179813601,2007-05-22T06:00:01Z,-34.967193,146.441062,152.331,34284.9,0,0,No Data,No Data
1179813601,2007-05-22T06:00:01Z,-34.783445,144.537979,82.502,34459.91,0,0,No Data,No Data
1179813601,2007-05-22T06:00:01Z,-34.502198,143.059439,63.209,34598.9,0,0,No Data,No Data
1179813601,2007-05-22T06:00:01Z,-34.433000,142.681672,64.799,34634.42,0,0,No Data,No Data
1179813601,2007-05-22T06:00:01Z,-34.566625,143.215618,68.655,34685.62,0,0,No Data,No Data
1179813601,2007-05-22T06:00:01Z,-34.838925,144.419113,78.09,34799.87,0,0,No Data,No Data
1179813601,2007-05-22T06:00:01Z,-34.929058,145.068861,93.763,34860.05,0,0,No Data,No Data
1179813601,2007-05-22T06:00:01Z,-34.909881,144.878525,89.825,34877.56,0,0,No Data,No Data
1179813601,2007-05-22T06:00:01Z,-34.810806,143.952932,68.534,34962.83,0,0,No Data,No Data
1179813601,2007-05-22T06:00:01Z,-34.821900,143.646408,67.396,34990.87,0,0,No Data,No Data
1179813601,2007-05-22T06:00:01Z,-34.828723,143.506672,64.528,35003.66,0,0,No Data,No Data
1179813601,2007-05-22T06:00:01Z,-34.877887,143.942521,66.548,35043.85,0,0,No Data,No Data
1179813601,2007-05-22T06:00:01Z,-34.834788,144.170728,72.348,35065.24,0,0,No Data,No Data
1179813601,2007-05-22T06:00:01Z,-34.659354,143.228302,58.254,35153.63,0,0,No Data,No Data
1179813601,2007-05-22T06:00:01Z,-34.537028,142.970289,65.369,35180.92,0,0,No Data,No Data
1179813601,2007-05-22T06:00:01Z,-34.527046,142.888501,51.532,35188.5,0,0,No Data,No Data
1179813601,2007-05-22T06:00:01Z,-34.652922,143.562404,61.987,35251.83,0,0,No Data,No Data
1179813601,2007-05-22T06:00:01Z,-34.725925,144.214986,73.656,35312.12,0,0,No Data,No Data
1179813601,2007-05-22T06:00:01Z,-34.755283,144.486919,79.393,35337.21,0,0,No Data,No Data
1179813601,2007-05-22T06:00:01Z,-34.718311,144.354323,77.995,35350.02,0,0,No Data,No Data
1179813601,2007-05-22T06:00:01Z,-34.437524,142.903380,69.142,35486.64,0,0,No Data,No Data
1179813601,2007-05-22T06:00:01Z,-34.267249,142.097616,49.161,35563.09,0,0,No Data,No Data
1179813601,2007-05-22T06:00:01Z,-34.329816,142.587819,63.532,35608.71,0,0,No Data,No Data
1179813601,2007-05-22T06:00:01Z,-34.413246,143.268302,60.145,35671.93,0,0,No Data,No Data
1179813601,2007-05-22T06:00:01Z,-34.387915,143.438709,60.774,35687.84,0,0,No Data,No Data
1179813601,2007-05-22T06:00:01Z,-34.238234,142.769901,72.341,35751.56,0,0,No Data,No Data
1179813601,2007-05-22T06:00:01Z,-34.062035,142.105485,57.161,35815.84,0,0,No Data,No Data
1179813601,2007-05-22T06:00:01Z,-34.386986,143.050607,69.0,35910.06,0,0,No Data,No Data
1179813601,2007-05-22T06:00:01Z,-34.673565,144.361059,78.722,36034.41,0,0,No Data,No Data
1179813601,2007-05-22T06:00:01Z,-34.655836,144.198012,75.381,36049.47,0,0,No Data,No Data
1179813601,2007-05-22T06:00:01Z,-34.491269,142.783189,59.686,36180.45,0,0,No Data,No Data
1179813601,2007-05-22T06:00:01Z,-34.483123,142.533993,62.912,36203.34,0,0,No Data,No Data
1179813601,2007-05-22T06:00:01Z,-34.627205,143.150121,57.542,36262.07,0,0,No Data,No Data
1179813601,2007-05-22T06:00:01Z,-34.919586,144.323936,77.361,36374.24,0,0,No Data,No Data
1179813601,2007-05-22T06:00:01Z,-35.121415,145.179418,96.976,36455.41,0,0,No Data,No Data
1179813601,2007-05-22T06:00:01Z,-35.099733,144.961472,90.478,36475.4,0,0,No Data,No Data
1179813601,2007-05-22T06:00:01Z,-34.940492,143.488776,71.094,36610.83,0,0,No Data,No Data
1179813601,2007-05-22T06:00:01Z,-34.898768,143.133387,58.553,36643.6,0,0,No Data,No Data
1179813601,2007-05-22T06:00:01Z,-34.797718,142.675845,68.481,36686.89,0,0,No Data,No Data
1179813601,2007-05-22T06:00:01Z,-34.713696,142.550524,48.564,36701.68,0,0,No Data,No Data
1179813601,2007-05-22T06:00:01Z,-34.787007,143.151754,69.643,36757.28,0,0,No Data,No Data
1179813601,2007-05-22T06:00:01Z,-35.212268,145.415218,100.277,36969.05,0,0,No Data,No Data
1179813601,2007-05-22T06:00:01Z,-35.337928,146.033781,114.299,37026.98,0,0,No Data,No Data
1179813601,2007-05-22T06:00:01Z,-35.571667,147.193414,453.784,37135.31,0,0,No Data,No Data
1179813601,2007-05-22T06:00:01Z,-35.619789,147.519974,311.238,37165.35,0,0,No Data,No Data
1179813601,2007-05-22T06:00:01Z,-35.600527,147.273008,269.389,37187.81,0,0,No Data,No Data
1179813601,2007-05-22T06:00:01Z,-35.567346,146.861655,253.417,37225.24,0,0,No Data,No Data
1179813601,2007-05-22T06:00:01Z,-35.466332,145.711738,109.28,37330.05,0,0,No Data,No Data
1179813601,2007-05-22T06:00:01Z,-35.498073,145.568702,106.767,37343.49,0,0,No Data,No Data
1179813601,2007-05-22T06:00:01Z,-35.610511,146.052448,123.576,37389.06,0,0,No Data,No Data
1179813601,2007-05-22T06:00:01Z,-35.786143,147.056325,403.119,37481.9,0,0,No Data,No Data
1179813601,2007-05-22T06:00:01Z,-35.930917,147.761352,517.083,37547.52,0,0,No Data,No Data
1179813601,2007-05-22T06:00:01Z,-35.945071,147.648440,209.797,37557.82,0,0,No Data,No Data
1179813601,2007-05-22T06:00:01Z,-36.026580,145.912404,125.001,37714.47,0,0,No Data,No Data
1179813601,2007-05-22T06:00:01Z,-36.019874,145.355382,105.778,37764.63,0,0,No Data,No Data
1179813601,2007-05-22T06:00:01Z,-36.096510,144.980992,98.23,37799.39,0,0,No Data,No Data
1179813601,2007-05-22T06:00:01Z,-36.325045,145.479327,114.935,37850.88,0,0,No Data,No Data
1179813601,2007-05-22T06:00:01Z,-36.831957,146.897848,870.918,37989.69,0,0,No Data,No Data
1179813601,2007-05-22T06:00:01Z,-36.816030,146.703034,639.29,38007.14,0,0,No Data,No Data
1179813601,2007-05-22T06:00:01Z,-36.602573,144.397708,155.934,38214.25,0,0,No Data,No Data
1179813601,2007-05-22T06:00:01Z,-36.562035,144.009067,130.947,38249.29,0,0,No Data,No Data
1179813601,2007-05-22T06:00:01Z,-36.523217,143.648159,249.109,38281.86,0,0,No Data,No Data
1179813601,2007-05-22T06:00:01Z,-36.640391,143.684932,240.006,38295.31,0,0,No Data,No Data
1179813601,2007-05-22T06:00:01Z,-37.025317,144.783425,303.867,38402.16,0,0,No Data,No Data
1179813601,2007-05-22T06:00:01Z,-37.411908,146.030149,439.774,38520.77,0,0,No Data,No Data
1179813601,2007-05-22T06:00:01Z,-37.451143,146.223376,523.598,38538.4,0,0,No Data,No Data
1179813601,2007-05-22T06:00:01Z,-37.355064,145.896254,1172.229,38569.24,0,0,No Data,No Data
1179813601,2007-05-22T06:00:01Z,-36.915914,144.148841,322.492,38731.85,0,0,No Data,No Data
1179813601,2007-05-22T06:00:01Z,-36.683412,143.052767,166.412,38832.93,0,0,No Data,No Data
1179813601,2007-05-22T06:00:01Z,-36.765435,143.379853,223.963,38863.51,0,0,No Data,No Data
1179813601,2007-05-22T06:00:01Z,-37.478017,145.509442,719.967,39068.52,0,0,No Data,No Data
1179813601,2007-05-22T06:00:01Z,-37.664137,146.080372,1082.906,39122.99,0,0,No Data,No Data
1179813601,2007-05-22T06:00:01Z,-37.763620,147.006646,175.574,39205.31,0,0,No Data,No Data
1179813601,2007-05-22T06:00:01Z,-37.403484,145.435174,242.633,39349.63,0,0,No Data,No Data
1179813601,2007-05-22T06:00:01Z,-37.104366,144.004062,252.197,39480.74,0,0,No Data,No Data
1179813601,2007-05-22T06:00:01Z,-37.021229,143.648023,218.549,39513.7,0,0,No Data,No Data
1179813601,2007-05-22T06:00:01Z,-36.937030,143.292693,374.761,39546.66,0,0,No Data,No Data
1179813601,2007-05-22T06:00:01Z,-36.961654,143.516214,212.1,39566.73,0,0,No Data,No Data
1179813601,2007-05-22T06:00:01Z,-37.400270,144.924094,354.483,39700.81,0,0,No Data,No Data
1179813601,2007-05-22T06:00:01Z,-37.567697,145.752435,886.835,39776.32,0,0,No Data,No Data
1179813601,2007-05-22T06:00:01Z,-37.577686,145.864822,815.435,39786.3,0,0,No Data,No Data
1179813601,2007-05-22T06:00:01Z,-37.492510,145.422030,414.069,39826.52,0,0,No Data,No Data
1179813601,2007-05-22T06:00:01Z,-37.162250,143.908986,259.419,39965.42,0,0,No Data,No Data
1179813601,2007-05-22T06:00:01Z,-37.092622,143.265156,623.096,40023.09,0,0,No Data,No Data
1179813601,2007-05-22T06:00:01Z,-37.142527,143.513349,269.88,40045.81,0,0,No Data,No Data
1179813601,2007-05-22T06:00:01Z,-37.822172,145.573088,273.289,40242.87,0,0,No Data,No Data
1179813601,2007-05-22T06:00:01Z,-37.987965,146.178098,242.894,40299.13,0,0,No Data,No Data
1179813601,2007-05-22T06:00:01Z,-37.871776,145.623000,400.492,40349.56,0,0,No Data,No Data
1179813601,2007-05-22T06:00:01Z,-37.336473,143.422535,429.379,40552.58,0,0,No Data,No Data
1179813601,2007-05-22T06:00:01Z,-37.080895,142.177764,235.222,40666.56,0,0,No Data,No Data
1179813601,2007-05-22T06:00:01Z,-37.600879,143.145600,283.915,40769.95,0,0,No Data,No Data
1179813601,2007-05-22T06:00:01Z,-38.167658,144.919068,0.0,40938.07,0,0,No Data,No Data
1179813601,2007-05-22T06:00:01Z,-38.242635,144.993598,0.0,40948.66,0,0,No Data,No Data
1179813601,2007-05-22T06:00:01Z,-38.136481,143.915541,99.0,41043.73,0,0,No Data,No Data
1179813601,2007-05-22T06:00:01Z,-38.103684,143.604157,118.024,41071.25,0,0,No Data,No Data
1179813601,2007-05-22T06:00:01Z,-38.131660,143.019788,138.478,41122.53,0,0,No Data,No Data
1179813601,2007-05-22T06:00:01Z,-38.251609,143.287951,143.421,41149.53,0,0,No Data,No Data
1179813601,2007-05-22T06:00:01Z,-38.374077,143.584931,195.916,41178.84,0,0,No Data,No Data
1179813601,2007-05-22T06:00:01Z,-38.502253,144.171673,0.0,41231.96,0,0,No Data,No Data
1179813601,2007-05-22T06:00:01Z,-38.535806,144.281930,0.0,41242.26,0,0,No Data,No Data
1179813601,2007-05-22T06:00:01Z,-38.507268,143.996783,121.246,41267.3,0,0,No Data,No Data
1179813601,2007-05-22T06:00:01Z,-38.395848,142.941207,131.497,41360.16,0,0,No Data,No Data
1179813601,2007-05-22T06:00:01Z,-38.354544,142.570003,36.909,41392.88,0,0,No Data,No Data
1179813601,2007-05-22T06:00:01Z,-38.452338,143.251003,160.0,41453.28,0,0,No Data,No Data
1179813601,2007-05-22T06:00:01Z,-38.526669,143.964405,135.076,41515.99,0,0,No Data,No Data
1179813601,2007-05-22T06:00:01Z,-38.503293,143.736138,228.576,41536.04,0,0,No Data,No Data
1179813601,2007-05-22T06:00:01Z,-38.408702,142.851326,91.262,41613.89,0,0,No Data,No Data
1179813601,2007-05-22T06:00:01Z,-38.383241,142.622845,21.479,41634.03,0,0,No Data,No Data
1179813601,2007-05-22T06:00:01Z,-38.485515,143.564987,116.161,41716.98,0,0,No Data,No Data
1179813601,2007-05-22T06:00:01Z,-38.509168,143.793208,228.562,41737.04,0,0,No Data,No Data
1179813601,2007-05-22T06:00:01Z,-38.526669,143.964405,135.076,41752.08,0,0,No Data,No Data
1179813601,2007-05-22T06:00:01Z,-38.483940,143.768604,205.294,41769.79,0,0,No Data,No Data
1179813601,2007-05-22T06:00:01Z,-38.425790,143.430400,184.962,41799.98,0,0,No Data,No Data
1179813601,2007-05-22T06:00:01Z,-38.214469,142.538767,94.11,41881.33,0,0,No Data,No Data
1179813601,2007-05-22T06:00:01Z,-38.120600,142.119962,102.077,41919.45,0,0,No Data,No Data
1179813601,2007-05-22T06:00:01Z,-38.386033,143.059574,103.591,42006.75,0,0,No Data,No Data
1179813601,2007-05-22T06:00:01Z,-38.442961,143.165496,79.13,42017.95,0,0,No Data,No Data
1179813601,2007-05-22T06:00:01Z,-38.337729,142.222648,11.965,42101.05,0,0,No Data,No Data
1179813601,2007-05-22T06:00:01Z,-38.297698,141.879217,0.0,42131.38,0,0,No Data,No Data
1179813601,2007-05-22T06:00:01Z,-38.204141,141.104759,0.0,42199.89,0,0,No Data,No Data
1179813601,2007-05-22T06:00:01Z,-38.427999,141.822921,0.0,42267.39,0,0,No Data,No Data
1179813601,2007-05-22T06:00:01Z,-38.596578,142.698603,0.0,42345.95,0,0,No Data,No Data
1179813601,2007-05-22T06:00:01Z,-38.574267,142.497907,0.0,42363.59,0,0,No Data,No Data
1179813601,2007-05-22T06:00:01Z,-38.535011,142.153628,0.0,42393.88,0,0,No Data,No Data
1179813601,2007-05-22T06:00:01Z,-38.494963,141.809151,0.0,42424.22,0,0,No Data,No Data
1179813601,2007-05-22T06:00:01Z,-38.426000,141.233919,0.0,42474.95,0,0,No Data,No Data
1179813601,2007-05-22T06:00:01Z,-38.726669,142.232550,0.0,42568.09,0,0,No Data,No Data
1179813601,2007-05-22T06:00:01Z,-38.826135,142.506925,0.0,42594.35,0,0,No Data,No Data
1179813601,2007-05-22T06:00:01Z,-38.771297,142.223517,0.0,42619.69,0,0,No Data,No Data
1179813601,2007-05-22T06:00:01Z,-38.621988,141.339196,0.0,42698.3,0,0,No Data,No Data
1179813601,2007-05-22T06:00:01Z,-38.597500,141.137019,0.0,42716.1,0,0,No Data,No Data
1179813601,2007-05-22T06:00:01Z,-38.604534,141.194808,0.0,42721.19,0,0,No Data,No Data
1179813601,2007-05-22T06:00:01Z,-38.561935,140.847758,0.0,42751.76,0,0,No Data,No Data
1179813601,2007-05-22T06:00:01Z,-38.525180,140.737066,0.0,42762.23,0,0,No Data,No Data
1179813601,2007-05-22T06:00:01Z,-38.546773,140.910657,0.0,42777.54,0,0,No Data,No Data
1179813601,2007-05-22T06:00:01Z,-38.862224,141.820672,0.0,42864.05,0,0,No Data,No Data
1179813601,2007-05-22T06:00:01Z,-38.904599,141.989355,0.0,42879.41,0,0,No Data,No Data
1179813601,2007-05-22T06:00:01Z,-38.553910,140.968511,0.0,42976.28,0,0,No Data,No Data
1179813601,2007-05-22T06:00:01Z,-38.484143,140.776132,0.0,42994.75,0,0,No Data,No Data
1179813601,2007-05-22T06:00:01Z,-38.524445,140.915672,0.0,43007.71,0,0,No Data,No Data
1179813601,2007-05-22T06:00:01Z,-38.552843,141.146905,0.0,43028.09,0,0,No Data,No Data
1179813601,2007-05-22T06:00:01Z,-38.610086,141.430602,0.0,43053.59,0,0,No Data,No Data
1179813601,2007-05-22T06:00:01Z,-38.634096,141.632479,0.0,43071.35,0,0,No Data,No Data
1179813601,2007-05-22T06:00:01Z,-38.690223,141.915881,0.0,43096.77,0,0,No Data,No Data
1179813601,2007-05-22T06:00:01Z,-38.741566,141.964199,0.0,43103.86,0,0,No Data,No Data
1179813601,2007-05-22T06:00:01Z,-38.714684,141.733572,0.0,43124.11,0,0,No Data,No Data
1179813601,2007-05-22T06:00:01Z,-38.673632,141.387145,0.0,43154.56,0,0,No Data,No Data
1179813601,2007-05-22T06:00:01Z,-38.631559,141.040363,0.0,43185.07,0,0,No Data,No Data
1179813601,2007-05-22T06:00:01Z,-38.595790,140.750779,0.0,43210.57,0,0,No Data,No Data
1179813601,2007-05-22T06:00:01Z,-38.559273,140.461080,0.0,43236.11,0,0,No Data,No Data
1179813601,2007-05-22T06:00:01Z,-38.540940,140.315336,0.0,43248.96,0,0,No Data,No Data
1179813601,2007-05-22T06:00:01Z,-38.522270,140.170094,0.0,43261.78,0,0,No Data,No Data
1179813601,2007-05-22T06:00:01Z,-38.593040,140.362953,0.0,43280.33,0,0,No Data,No Data
1179813601,2007-05-22T06:00:01Z,-38.714692,140.783368,0.0,43319.31,0,0,No Data,No Data
1179813601,2007-05-22T06:00:01Z,-38.786755,141.184190,0.0,43355.02,0,0,No Data,No Data
